,Date,Season,home,visitor,FT,hgoal,vgoal
0,1956-09-02,1956,AFC Ajax,NAC Breda,1-0,1,0
1,1956-09-02,1956,BVV,USV Elinkwijk,1-2,1,2
2,1956-09-02,1956,DOS Utrecht,Sparta Rotterdam,2-3,2,3
3,1956-09-02,1956,Fortuna Sittard,SC Eindhoven,4-1,4,1
4,1956-09-02,1956,NOAD Tilburg,DWS Amsterdam,1-3,1,3
5,1956-09-02,1956,PSV Eindhoven,MVV,1-3,1,3
6,1956-09-02,1956,Sportclub Enschede,Rapid JC Heerlen,5-2,5,2
7,1956-09-02,1956,VVV-Venlo,Groninger VAV,1-0,1,0
8,1956-09-02,1956,Willem II,Feijenoord,3-3,3,3
9,1956-09-09,1956,DWS Amsterdam,Willem II,0-6,0,6
10,1956-09-09,1956,SC Eindhoven,VVV-Venlo,0-2,0,2
11,1956-09-09,1956,USV Elinkwijk,Sportclub Enschede,1-5,1,5
12,1956-09-09,1956,Feijenoord,BVV,5-1,5,1
13,1956-09-09,1956,Groninger VAV,DOS Utrecht,3-2,3,2
14,1956-09-09,1956,MVV,Fortuna Sittard,1-0,1,0
15,1956-09-09,1956,NAC Breda,NOAD Tilburg,2-2,2,2
16,1956-09-09,1956,Rapid JC Heerlen,PSV Eindhoven,3-1,3,1
17,1956-09-09,1956,Sparta Rotterdam,AFC Ajax,1-2,1,2
18,1956-09-23,1956,AFC Ajax,Groninger VAV,4-2,4,2
19,1956-09-23,1956,BVV,Willem II,3-2,3,2
20,1956-09-23,1956,DOS Utrecht,SC Eindhoven,0-1,0,1
21,1956-09-23,1956,Fortuna Sittard,Rapid JC Heerlen,5-0,5,0
22,1956-09-23,1956,NAC Breda,DWS Amsterdam,3-1,3,1
23,1956-09-23,1956,NOAD Tilburg,Sparta Rotterdam,3-0,3,0
24,1956-09-23,1956,PSV Eindhoven,USV Elinkwijk,0-3,0,3
25,1956-09-23,1956,Sportclub Enschede,Feijenoord,2-3,2,3
26,1956-09-23,1956,VVV-Venlo,MVV,1-3,1,3
27,1956-09-30,1956,DWS Amsterdam,BVV,3-2,3,2
28,1956-09-30,1956,SC Eindhoven,AFC Ajax,0-3,0,3
29,1956-09-30,1956,USV Elinkwijk,Fortuna Sittard,2-2,2,2
30,1956-09-30,1956,Feijenoord,PSV Eindhoven,2-0,2,0
31,1956-09-30,1956,Groninger VAV,NOAD Tilburg,2-0,2,0
32,1956-09-30,1956,MVV,DOS Utrecht,2-5,2,5
33,1956-09-30,1956,Rapid JC Heerlen,VVV-Venlo,2-0,2,0
34,1956-09-30,1956,Sparta Rotterdam,NAC Breda,1-4,1,4
35,1956-09-30,1956,Willem II,Sportclub Enschede,2-2,2,2
36,1956-10-07,1956,AFC Ajax,MVV,2-0,2,0
37,1956-10-07,1956,DOS Utrecht,Rapid JC Heerlen,2-0,2,0
38,1956-10-07,1956,Fortuna Sittard,Feijenoord,3-2,3,2
39,1956-10-07,1956,NAC Breda,Groninger VAV,2-0,2,0
40,1956-10-07,1956,NOAD Tilburg,SC Eindhoven,2-0,2,0
41,1956-10-07,1956,PSV Eindhoven,Willem II,3-1,3,1
42,1956-10-07,1956,Sportclub Enschede,BVV,4-1,4,1
43,1956-10-07,1956,Sparta Rotterdam,DWS Amsterdam,1-1,1,1
44,1956-10-07,1956,VVV-Venlo,USV Elinkwijk,2-1,2,1
45,1956-10-21,1956,DWS Amsterdam,Sportclub Enschede,0-2,0,2
46,1956-10-21,1956,BVV,PSV Eindhoven,0-3,0,3
47,1956-10-21,1956,SC Eindhoven,NAC Breda,2-2,2,2
48,1956-10-21,1956,USV Elinkwijk,DOS Utrecht,1-6,1,6
49,1956-10-21,1956,Feijenoord,VVV-Venlo,3-0,3,0
50,1956-10-21,1956,Groninger VAV,Sparta Rotterdam,2-2,2,2
51,1956-10-21,1956,MVV,NOAD Tilburg,3-0,3,0
52,1956-10-21,1956,Rapid JC Heerlen,AFC Ajax,4-2,4,2
53,1956-10-21,1956,Willem II,Fortuna Sittard,2-3,2,3
54,1956-10-28,1956,AFC Ajax,USV Elinkwijk,1-0,1,0
55,1956-10-28,1956,DOS Utrecht,Feijenoord,4-0,4,0
56,1956-10-28,1956,Fortuna Sittard,BVV,4-1,4,1
57,1956-10-28,1956,Groninger VAV,DWS Amsterdam,1-1,1,1
58,1956-10-28,1956,NAC Breda,MVV,2-1,2,1
59,1956-10-28,1956,NOAD Tilburg,Rapid JC Heerlen,3-2,3,2
60,1956-10-28,1956,PSV Eindhoven,Sportclub Enschede,1-5,1,5
61,1956-10-28,1956,Sparta Rotterdam,SC Eindhoven,6-0,6,0
62,1956-10-28,1956,VVV-Venlo,Willem II,3-1,3,1
63,1956-11-11,1956,DWS Amsterdam,PSV Eindhoven,1-3,1,3
64,1956-11-11,1956,BVV,VVV-Venlo,1-4,1,4
65,1956-11-11,1956,SC Eindhoven,Groninger VAV,1-1,1,1
66,1956-11-11,1956,USV Elinkwijk,NOAD Tilburg,2-3,2,3
67,1956-11-11,1956,Feijenoord,AFC Ajax,7-3,7,3
68,1956-11-11,1956,MVV,Sparta Rotterdam,3-2,3,2
69,1956-11-11,1956,Rapid JC Heerlen,NAC Breda,5-1,5,1
70,1956-11-11,1956,Sportclub Enschede,Fortuna Sittard,4-1,4,1
71,1956-11-11,1956,Willem II,DOS Utrecht,2-3,2,3
72,1956-11-18,1956,AFC Ajax,Willem II,5-0,5,0
73,1956-11-18,1956,DOS Utrecht,BVV,1-3,1,3
74,1956-11-18,1956,SC Eindhoven,DWS Amsterdam,1-1,1,1
75,1956-11-18,1956,Fortuna Sittard,PSV Eindhoven,1-3,1,3
76,1956-11-18,1956,Groninger VAV,MVV,0-0,0,0
77,1956-11-18,1956,NAC Breda,USV Elinkwijk,2-1,2,1
78,1956-11-18,1956,NOAD Tilburg,Feijenoord,0-0,0,0
79,1956-11-18,1956,Sparta Rotterdam,Rapid JC Heerlen,4-3,4,3
80,1956-11-25,1956,USV Elinkwijk,Sparta Rotterdam,1-3,1,3
81,1956-11-25,1956,Feijenoord,NAC Breda,2-2,2,2
82,1956-11-25,1956,MVV,SC Eindhoven,3-0,3,0
83,1956-11-25,1956,PSV Eindhoven,VVV-Venlo,0-1,0,1
84,1956-12-02,1956,AFC Ajax,Sportclub Enschede,1-2,1,2
85,1956-12-02,1956,DOS Utrecht,PSV Eindhoven,2-8,2,8
86,1956-12-02,1956,SC Eindhoven,Rapid JC Heerlen,0-2,0,2
87,1956-12-02,1956,Groninger VAV,USV Elinkwijk,1-2,1,2
88,1956-12-02,1956,MVV,DWS Amsterdam,2-0,2,0
89,1956-12-02,1956,NAC Breda,Willem II,2-1,2,1
90,1956-12-02,1956,NOAD Tilburg,BVV,0-0,0,0
91,1956-12-02,1956,Sparta Rotterdam,Feijenoord,0-4,0,4
92,1956-12-02,1956,VVV-Venlo,Fortuna Sittard,2-3,2,3
93,1956-12-09,1956,DWS Amsterdam,VVV-Venlo,4-1,4,1
94,1956-12-09,1956,BVV,NAC Breda,8-0,8,0
95,1956-12-09,1956,USV Elinkwijk,SC Eindhoven,5-2,5,2
96,1956-12-09,1956,Feijenoord,Groninger VAV,2-1,2,1
97,1956-12-09,1956,Fortuna Sittard,DOS Utrecht,4-1,4,1
98,1956-12-09,1956,PSV Eindhoven,AFC Ajax,2-3,2,3
99,1956-12-09,1956,Rapid JC Heerlen,MVV,1-1,1,1
100,1956-12-09,1956,Sportclub Enschede,NOAD Tilburg,1-1,1,1
101,1956-12-09,1956,Willem II,Sparta Rotterdam,0-0,0,0
102,1956-12-16,1956,AFC Ajax,Fortuna Sittard,0-2,0,2
103,1956-12-16,1956,DOS Utrecht,VVV-Venlo,1-3,1,3
104,1956-12-16,1956,SC Eindhoven,Feijenoord,0-1,0,1
105,1956-12-16,1956,Groninger VAV,Willem II,5-3,5,3
106,1956-12-16,1956,MVV,USV Elinkwijk,2-0,2,0
107,1956-12-16,1956,NAC Breda,Sportclub Enschede,1-1,1,1
108,1956-12-16,1956,NOAD Tilburg,PSV Eindhoven,2-3,2,3
109,1956-12-16,1956,Rapid JC Heerlen,DWS Amsterdam,2-2,2,2
110,1956-12-16,1956,Sparta Rotterdam,BVV,3-3,3,3
111,1956-12-23,1956,DWS Amsterdam,DOS Utrecht,1-2,1,2
112,1956-12-23,1956,BVV,Groninger VAV,1-2,1,2
113,1956-12-23,1956,USV Elinkwijk,Rapid JC Heerlen,1-4,1,4
114,1956-12-23,1956,Feijenoord,MVV,2-2,2,2
115,1956-12-23,1956,Fortuna Sittard,NOAD Tilburg,0-3,0,3
116,1956-12-23,1956,PSV Eindhoven,NAC Breda,2-5,2,5
117,1956-12-23,1956,Sportclub Enschede,Sparta Rotterdam,1-1,1,1
118,1956-12-23,1956,VVV-Venlo,AFC Ajax,0-0,0,0
119,1956-12-23,1956,Willem II,SC Eindhoven,3-2,3,2
120,1956-12-26,1956,VVV-Venlo,Sportclub Enschede,0-1,0,1
121,1956-12-26,1956,BVV,AFC Ajax,3-1,3,1
122,1956-12-30,1956,AFC Ajax,DOS Utrecht,1-2,1,2
123,1956-12-30,1956,SC Eindhoven,BVV,2-3,2,3
124,1956-12-30,1956,USV Elinkwijk,DWS Amsterdam,0-2,0,2
125,1956-12-30,1956,MVV,Willem II,0-0,0,0
126,1956-12-30,1956,NAC Breda,Fortuna Sittard,0-2,0,2
127,1956-12-30,1956,NOAD Tilburg,VVV-Venlo,1-2,1,2
128,1956-12-30,1956,Rapid JC Heerlen,Feijenoord,4-1,4,1
129,1956-12-30,1956,Sparta Rotterdam,PSV Eindhoven,3-4,3,4
130,1957-01-06,1956,AFC Ajax,DWS Amsterdam,2-3,2,3
131,1957-01-06,1956,BVV,MVV,2-0,2,0
132,1957-01-06,1956,DOS Utrecht,NOAD Tilburg,3-1,3,1
133,1957-01-06,1956,Feijenoord,USV Elinkwijk,3-1,3,1
134,1957-01-06,1956,Fortuna Sittard,Sparta Rotterdam,1-1,1,1
135,1957-01-06,1956,PSV Eindhoven,Groninger VAV,5-2,5,2
136,1957-01-06,1956,Sportclub Enschede,SC Eindhoven,6-1,6,1
137,1957-01-06,1956,VVV-Venlo,NAC Breda,1-0,1,0
138,1957-01-06,1956,Willem II,Rapid JC Heerlen,1-2,1,2
139,1957-01-13,1956,DWS Amsterdam,Feijenoord,2-1,2,1
140,1957-01-13,1956,SC Eindhoven,PSV Eindhoven,0-2,0,2
141,1957-01-13,1956,Groninger VAV,Fortuna Sittard,2-0,2,0
142,1957-01-13,1956,MVV,Sportclub Enschede,0-0,0,0
143,1957-01-13,1956,NAC Breda,DOS Utrecht,4-4,4,4
144,1957-01-13,1956,NOAD Tilburg,AFC Ajax,1-4,1,4
145,1957-01-13,1956,Rapid JC Heerlen,BVV,4-3,4,3
146,1957-01-13,1956,Sparta Rotterdam,VVV-Venlo,1-1,1,1
147,1957-01-20,1956,DWS Amsterdam,NOAD Tilburg,1-0,1,0
148,1957-01-20,1956,SC Eindhoven,Fortuna Sittard,1-5,1,5
149,1957-01-20,1956,USV Elinkwijk,BVV,4-2,4,2
150,1957-01-20,1956,Feijenoord,Willem II,2-1,2,1
151,1957-01-20,1956,Groninger VAV,VVV-Venlo,0-1,0,1
152,1957-01-20,1956,MVV,PSV Eindhoven,5-0,5,0
153,1957-01-20,1956,NAC Breda,AFC Ajax,1-1,1,1
154,1957-01-20,1956,Sparta Rotterdam,DOS Utrecht,4-2,4,2
155,1957-01-27,1956,AFC Ajax,Sparta Rotterdam,2-1,2,1
156,1957-01-27,1956,BVV,Feijenoord,0-5,0,5
157,1957-01-27,1956,DOS Utrecht,Groninger VAV,7-1,7,1
158,1957-01-27,1956,Fortuna Sittard,MVV,1-1,1,1
159,1957-01-27,1956,NOAD Tilburg,NAC Breda,2-1,2,1
160,1957-01-27,1956,PSV Eindhoven,Rapid JC Heerlen,4-1,4,1
161,1957-01-27,1956,Sportclub Enschede,USV Elinkwijk,4-2,4,2
162,1957-01-27,1956,VVV-Venlo,SC Eindhoven,2-1,2,1
163,1957-01-27,1956,Willem II,DWS Amsterdam,1-2,1,2
164,1957-02-03,1956,DWS Amsterdam,NAC Breda,0-1,0,1
165,1957-02-03,1956,SC Eindhoven,DOS Utrecht,0-1,0,1
166,1957-02-03,1956,USV Elinkwijk,PSV Eindhoven,0-6,0,6
167,1957-02-03,1956,Feijenoord,Sportclub Enschede,2-2,2,2
168,1957-02-03,1956,Groninger VAV,AFC Ajax,1-1,1,1
169,1957-02-03,1956,MVV,VVV-Venlo,1-0,1,0
170,1957-02-03,1956,Rapid JC Heerlen,Fortuna Sittard,0-1,0,1
171,1957-02-03,1956,Sparta Rotterdam,NOAD Tilburg,2-1,2,1
172,1957-02-03,1956,Willem II,BVV,1-0,1,0
173,1957-02-10,1956,AFC Ajax,SC Eindhoven,3-1,3,1
174,1957-02-10,1956,BVV,DWS Amsterdam,5-2,5,2
175,1957-02-10,1956,DOS Utrecht,MVV,1-2,1,2
176,1957-02-10,1956,Fortuna Sittard,USV Elinkwijk,8-1,8,1
177,1957-02-10,1956,NAC Breda,Sparta Rotterdam,3-4,3,4
178,1957-02-10,1956,NOAD Tilburg,Groninger VAV,3-2,3,2
179,1957-02-10,1956,PSV Eindhoven,Feijenoord,3-1,3,1
180,1957-02-10,1956,Sportclub Enschede,Willem II,5-1,5,1
181,1957-02-10,1956,VVV-Venlo,Rapid JC Heerlen,2-1,2,1
182,1957-02-17,1956,DWS Amsterdam,Sparta Rotterdam,1-1,1,1
183,1957-02-17,1956,BVV,Sportclub Enschede,2-2,2,2
184,1957-02-17,1956,SC Eindhoven,NOAD Tilburg,3-1,3,1
185,1957-02-17,1956,USV Elinkwijk,VVV-Venlo,2-2,2,2
186,1957-02-17,1956,Feijenoord,Fortuna Sittard,4-0,4,0
187,1957-02-17,1956,Groninger VAV,NAC Breda,1-2,1,2
188,1957-02-17,1956,MVV,AFC Ajax,1-1,1,1
189,1957-02-17,1956,Rapid JC Heerlen,DOS Utrecht,0-3,0,3
190,1957-02-17,1956,Willem II,PSV Eindhoven,0-6,0,6
191,1957-02-24,1956,AFC Ajax,Rapid JC Heerlen,1-0,1,0
192,1957-02-24,1956,DOS Utrecht,USV Elinkwijk,2-3,2,3
193,1957-02-24,1956,Fortuna Sittard,Willem II,0-1,0,1
194,1957-02-24,1956,NOAD Tilburg,MVV,0-0,0,0
195,1957-02-24,1956,PSV Eindhoven,BVV,2-5,2,5
196,1957-02-24,1956,Sportclub Enschede,DWS Amsterdam,1-2,1,2
197,1957-02-24,1956,Sparta Rotterdam,Groninger VAV,2-2,2,2
198,1957-02-24,1956,VVV-Venlo,Feijenoord,2-2,2,2
199,1957-03-03,1956,Rapid JC Heerlen,Groninger VAV,2-2,2,2
200,1957-03-03,1956,Sportclub Enschede,DOS Utrecht,1-2,1,2
201,1957-03-03,1956,USV Elinkwijk,Willem II,3-1,3,1
202,1957-03-03,1956,NAC Breda,SC Eindhoven,0-1,0,1
203,1957-03-10,1956,DWS Amsterdam,Groninger VAV,0-1,0,1
204,1957-03-10,1956,BVV,Fortuna Sittard,1-3,1,3
205,1957-03-10,1956,SC Eindhoven,Sparta Rotterdam,3-2,3,2
206,1957-03-10,1956,USV Elinkwijk,AFC Ajax,1-2,1,2
207,1957-03-10,1956,Feijenoord,DOS Utrecht,5-1,5,1
208,1957-03-10,1956,MVV,NAC Breda,1-3,1,3
209,1957-03-10,1956,Rapid JC Heerlen,NOAD Tilburg,1-3,1,3
210,1957-03-10,1956,Sportclub Enschede,PSV Eindhoven,2-2,2,2
211,1957-03-10,1956,Willem II,VVV-Venlo,6-3,6,3
212,1957-03-17,1956,AFC Ajax,Feijenoord,1-0,1,0
213,1957-03-17,1956,DOS Utrecht,Willem II,4-1,4,1
214,1957-03-17,1956,Fortuna Sittard,Sportclub Enschede,4-1,4,1
215,1957-03-17,1956,Groninger VAV,SC Eindhoven,1-1,1,1
216,1957-03-17,1956,NAC Breda,Rapid JC Heerlen,1-1,1,1
217,1957-03-17,1956,NOAD Tilburg,USV Elinkwijk,3-3,3,3
218,1957-03-17,1956,PSV Eindhoven,DWS Amsterdam,2-2,2,2
219,1957-03-17,1956,VVV-Venlo,BVV,3-1,3,1
220,1957-03-24,1956,DWS Amsterdam,SC Eindhoven,2-1,2,1
221,1957-03-24,1956,BVV,DOS Utrecht,4-0,4,0
222,1957-03-24,1956,USV Elinkwijk,NAC Breda,2-1,2,1
223,1957-03-24,1956,Feijenoord,NOAD Tilburg,5-2,5,2
224,1957-03-24,1956,MVV,Groninger VAV,2-0,2,0
225,1957-03-24,1956,PSV Eindhoven,Fortuna Sittard,1-2,1,2
226,1957-03-24,1956,Rapid JC Heerlen,Sparta Rotterdam,0-0,0,0
227,1957-03-24,1956,Sportclub Enschede,VVV-Venlo,0-0,0,0
228,1957-03-24,1956,Willem II,AFC Ajax,0-1,0,1
229,1957-03-27,1956,DWS Amsterdam,Fortuna Sittard,1-1,1,1
230,1957-03-31,1956,AFC Ajax,BVV,1-0,1,0
231,1957-03-31,1956,DOS Utrecht,Sportclub Enschede,1-4,1,4
232,1957-03-31,1956,SC Eindhoven,MVV,0-3,0,3
233,1957-03-31,1956,Fortuna Sittard,DWS Amsterdam,3-0,3,0
234,1957-03-31,1956,Groninger VAV,Rapid JC Heerlen,1-3,1,3
235,1957-03-31,1956,NAC Breda,Feijenoord,1-1,1,1
236,1957-03-31,1956,NOAD Tilburg,Willem II,1-0,1,0
237,1957-03-31,1956,Sparta Rotterdam,USV Elinkwijk,3-0,3,0
238,1957-03-31,1956,VVV-Venlo,PSV Eindhoven,1-5,1,5
239,1957-04-07,1956,DWS Amsterdam,MVV,3-0,3,0
240,1957-04-07,1956,BVV,NOAD Tilburg,6-0,6,0
241,1957-04-07,1956,USV Elinkwijk,Groninger VAV,0-5,0,5
242,1957-04-07,1956,Feijenoord,Sparta Rotterdam,0-3,0,3
243,1957-04-07,1956,Fortuna Sittard,VVV-Venlo,3-1,3,1
244,1957-04-07,1956,PSV Eindhoven,DOS Utrecht,3-2,3,2
245,1957-04-07,1956,Rapid JC Heerlen,SC Eindhoven,0-1,0,1
246,1957-04-07,1956,Sportclub Enschede,AFC Ajax,0-1,0,1
247,1957-04-07,1956,Willem II,NAC Breda,2-4,2,4
248,1957-04-14,1956,AFC Ajax,PSV Eindhoven,1-0,1,0
249,1957-04-14,1956,DOS Utrecht,Fortuna Sittard,3-1,3,1
250,1957-04-14,1956,SC Eindhoven,USV Elinkwijk,1-0,1,0
251,1957-04-14,1956,Groninger VAV,Feijenoord,4-2,4,2
252,1957-04-14,1956,MVV,Rapid JC Heerlen,2-0,2,0
253,1957-04-14,1956,NAC Breda,BVV,1-0,1,0
254,1957-04-14,1956,NOAD Tilburg,Sportclub Enschede,3-1,3,1
255,1957-04-14,1956,Sparta Rotterdam,Willem II,3-1,3,1
256,1957-04-14,1956,VVV-Venlo,DWS Amsterdam,3-2,3,2
257,1957-04-17,1956,Rapid JC Heerlen,Sportclub Enschede,1-1,1,1
258,1957-04-22,1956,DWS Amsterdam,Rapid JC Heerlen,0-5,0,5
259,1957-04-22,1956,BVV,Sparta Rotterdam,2-2,2,2
260,1957-04-22,1956,USV Elinkwijk,MVV,0-0,0,0
261,1957-04-22,1956,Feijenoord,SC Eindhoven,4-0,4,0
262,1957-04-22,1956,Fortuna Sittard,AFC Ajax,2-3,2,3
263,1957-04-22,1956,PSV Eindhoven,NOAD Tilburg,3-3,3,3
264,1957-04-22,1956,Sportclub Enschede,NAC Breda,3-0,3,0
265,1957-04-22,1956,VVV-Venlo,DOS Utrecht,0-1,0,1
266,1957-04-22,1956,Willem II,Groninger VAV,0-0,0,0
267,1957-04-28,1956,Willem II,NOAD Tilburg,1-2,1,2
268,1957-04-28,1956,Groninger VAV,Sportclub Enschede,0-3,0,3
269,1957-04-28,1956,Sparta Rotterdam,MVV,3-2,3,2
270,1957-05-05,1956,AFC Ajax,VVV-Venlo,1-1,1,1
271,1957-05-05,1956,DOS Utrecht,DWS Amsterdam,3-2,3,2
272,1957-05-05,1956,SC Eindhoven,Willem II,2-3,2,3
273,1957-05-05,1956,Groninger VAV,BVV,3-2,3,2
274,1957-05-05,1956,MVV,Feijenoord,0-0,0,0
275,1957-05-05,1956,NAC Breda,PSV Eindhoven,3-0,3,0
276,1957-05-05,1956,NOAD Tilburg,Fortuna Sittard,1-2,1,2
277,1957-05-05,1956,Rapid JC Heerlen,USV Elinkwijk,2-1,2,1
278,1957-05-05,1956,Sparta Rotterdam,Sportclub Enschede,2-0,2,0
279,1957-05-12,1956,DWS Amsterdam,USV Elinkwijk,1-2,1,2
280,1957-05-12,1956,BVV,SC Eindhoven,1-3,1,3
281,1957-05-12,1956,DOS Utrecht,AFC Ajax,0-2,0,2
282,1957-05-12,1956,Feijenoord,Rapid JC Heerlen,2-3,2,3
283,1957-05-12,1956,Fortuna Sittard,NAC Breda,2-1,2,1
284,1957-05-12,1956,PSV Eindhoven,Sparta Rotterdam,3-1,3,1
285,1957-05-12,1956,Sportclub Enschede,Groninger VAV,1-1,1,1
286,1957-05-12,1956,Willem II,MVV,5-2,5,2
287,1957-05-19,1956,DWS Amsterdam,AFC Ajax,1-5,1,5
288,1957-05-19,1956,SC Eindhoven,Sportclub Enschede,3-2,3,2
289,1957-05-19,1956,USV Elinkwijk,Feijenoord,5-1,5,1
290,1957-05-19,1956,Groninger VAV,PSV Eindhoven,1-5,1,5
291,1957-05-19,1956,MVV,BVV,3-0,3,0
292,1957-05-19,1956,NAC Breda,VVV-Venlo,3-1,3,1
293,1957-05-19,1956,NOAD Tilburg,DOS Utrecht,4-2,4,2
294,1957-05-19,1956,Rapid JC Heerlen,Willem II,3-3,3,3
295,1957-05-19,1956,Sparta Rotterdam,Fortuna Sittard,0-0,0,0
296,1957-05-23,1956,VVV-Venlo,NOAD Tilburg,2-1,2,1
297,1957-05-30,1956,AFC Ajax,NOAD Tilburg,2-1,2,1
298,1957-06-02,1956,BVV,Rapid JC Heerlen,3-1,3,1
299,1957-06-02,1956,DOS Utrecht,NAC Breda,4-1,4,1
300,1957-06-02,1956,Feijenoord,DWS Amsterdam,2-2,2,2
301,1957-06-02,1956,Fortuna Sittard,Groninger VAV,3-2,3,2
302,1957-06-02,1956,PSV Eindhoven,SC Eindhoven,7-4,7,4
303,1957-06-02,1956,Sportclub Enschede,MVV,7-2,7,2
304,1957-06-02,1956,VVV-Venlo,Sparta Rotterdam,2-1,2,1
305,1957-06-02,1956,Willem II,USV Elinkwijk,4-0,4,0
306,1957-08-25,1957,AFC Ajax,MVV,4-0,4,0
307,1957-08-25,1957,DWS Amsterdam,NAC Breda,3-2,3,2
308,1957-08-25,1957,BVV,Rapid JC Heerlen,2-2,2,2
309,1957-08-25,1957,USV Elinkwijk,ADO Den Haag,1-4,1,4
310,1957-08-25,1957,Feijenoord,DOS Utrecht,4-4,4,4
311,1957-08-25,1957,Fortuna Sittard,Groninger VAV,1-2,1,2
312,1957-08-25,1957,NOAD Tilburg,Sparta Rotterdam,0-3,0,3
313,1957-08-25,1957,Sportclub Enschede,PSV Eindhoven,5-4,5,4
314,1957-08-25,1957,VVV-Venlo,Blauw Wit,2-0,2,0
315,1957-09-01,1957,ADO Den Haag,VVV-Venlo,1-0,1,0
316,1957-09-01,1957,Blauw Wit,NOAD Tilburg,1-2,1,2
317,1957-09-01,1957,BVV,NAC Breda,1-2,1,2
318,1957-09-01,1957,DOS Utrecht,Fortuna Sittard,1-0,1,0
319,1957-09-01,1957,Groninger VAV,DWS Amsterdam,2-1,2,1
320,1957-09-01,1957,MVV,USV Elinkwijk,6-2,6,2
321,1957-09-01,1957,Rapid JC Heerlen,PSV Eindhoven,3-1,3,1
322,1957-09-01,1957,Sportclub Enschede,AFC Ajax,0-3,0,3
323,1957-09-01,1957,Sparta Rotterdam,Feijenoord,4-2,4,2
324,1957-09-08,1957,AFC Ajax,PSV Eindhoven,1-2,1,2
325,1957-09-08,1957,DWS Amsterdam,DOS Utrecht,0-0,0,0
326,1957-09-08,1957,BVV,Groninger VAV,2-2,2,2
327,1957-09-08,1957,USV Elinkwijk,Sportclub Enschede,1-0,1,0
328,1957-09-08,1957,Feijenoord,Blauw Wit,3-1,3,1
329,1957-09-08,1957,Fortuna Sittard,Sparta Rotterdam,1-3,1,3
330,1957-09-08,1957,NAC Breda,Rapid JC Heerlen,0-3,0,3
331,1957-09-08,1957,NOAD Tilburg,ADO Den Haag,2-3,2,3
332,1957-09-08,1957,VVV-Venlo,MVV,0-1,0,1
333,1957-09-15,1957,ADO Den Haag,Feijenoord,6-3,6,3
334,1957-09-15,1957,Blauw Wit,Fortuna Sittard,3-3,3,3
335,1957-09-15,1957,DOS Utrecht,BVV,2-1,2,1
336,1957-09-15,1957,Groninger VAV,NAC Breda,1-3,1,3
337,1957-09-15,1957,MVV,NOAD Tilburg,3-1,3,1
338,1957-09-15,1957,PSV Eindhoven,USV Elinkwijk,1-0,1,0
339,1957-09-15,1957,Rapid JC Heerlen,AFC Ajax,2-1,2,1
340,1957-09-15,1957,Sportclub Enschede,VVV-Venlo,3-0,3,0
341,1957-09-15,1957,Sparta Rotterdam,DWS Amsterdam,5-1,5,1
342,1957-09-22,1957,DWS Amsterdam,Blauw Wit,1-3,1,3
343,1957-09-22,1957,BVV,Sparta Rotterdam,6-4,6,4
344,1957-09-22,1957,USV Elinkwijk,AFC Ajax,0-3,0,3
345,1957-09-22,1957,Feijenoord,MVV,3-1,3,1
346,1957-09-22,1957,Fortuna Sittard,ADO Den Haag,2-1,2,1
347,1957-09-22,1957,Groninger VAV,Rapid JC Heerlen,2-3,2,3
348,1957-09-22,1957,NAC Breda,DOS Utrecht,4-0,4,0
349,1957-09-22,1957,NOAD Tilburg,Sportclub Enschede,2-6,2,6
350,1957-09-22,1957,VVV-Venlo,PSV Eindhoven,4-1,4,1
351,1957-09-29,1957,ADO Den Haag,DWS Amsterdam,3-3,3,3
352,1957-09-29,1957,AFC Ajax,VVV-Venlo,2-1,2,1
353,1957-09-29,1957,Blauw Wit,BVV,1-2,1,2
354,1957-09-29,1957,DOS Utrecht,Groninger VAV,4-2,4,2
355,1957-09-29,1957,MVV,Fortuna Sittard,1-2,1,2
356,1957-09-29,1957,PSV Eindhoven,NOAD Tilburg,2-2,2,2
357,1957-09-29,1957,Rapid JC Heerlen,USV Elinkwijk,2-1,2,1
358,1957-09-29,1957,Sportclub Enschede,Feijenoord,4-2,4,2
359,1957-09-29,1957,Sparta Rotterdam,NAC Breda,0-1,0,1
360,1957-10-06,1957,DWS Amsterdam,MVV,3-2,3,2
361,1957-10-06,1957,BVV,ADO Den Haag,2-4,2,4
362,1957-10-06,1957,DOS Utrecht,Rapid JC Heerlen,3-2,3,2
363,1957-10-06,1957,Feijenoord,PSV Eindhoven,3-2,3,2
364,1957-10-06,1957,Fortuna Sittard,Sportclub Enschede,0-2,0,2
365,1957-10-06,1957,Groninger VAV,Sparta Rotterdam,4-0,4,0
366,1957-10-06,1957,NAC Breda,Blauw Wit,2-5,2,5
367,1957-10-06,1957,NOAD Tilburg,AFC Ajax,1-3,1,3
368,1957-10-06,1957,VVV-Venlo,USV Elinkwijk,3-2,3,2
369,1957-10-13,1957,ADO Den Haag,NAC Breda,5-0,5,0
370,1957-10-13,1957,AFC Ajax,Feijenoord,1-2,1,2
371,1957-10-13,1957,Blauw Wit,Groninger VAV,2-3,2,3
372,1957-10-13,1957,USV Elinkwijk,NOAD Tilburg,1-2,1,2
373,1957-10-13,1957,MVV,BVV,9-0,9,0
374,1957-10-13,1957,PSV Eindhoven,Fortuna Sittard,2-3,2,3
375,1957-10-13,1957,Rapid JC Heerlen,VVV-Venlo,2-1,2,1
376,1957-10-13,1957,Sportclub Enschede,DWS Amsterdam,0-0,0,0
