,Date,Season,home,visitor,FT,hgoal,vgoal
0,1933-07-01,1932,CA Paris (alt),AS Cannes,5-1,5,1
1,1933-07-01,1932,SC Fives Lille,FC Sete,4-2,4,2
2,1933-07-01,1932,Olympique Marseille,OGC Nice,4-0,4,0
3,1933-07-01,1932,SC Nimes,Olympique Lillois Lille,3-3,3,3
4,1933-07-01,1932,FC Antibes,Stade Rennes,1-1,1,1
5,1933-07-01,1932,Stade Olympique Montpellierain,Racing Club de France,1-0,1,0
6,1933-07-01,1932,Excelsior Roubaix,FC Sochaux,2-1,2,1
7,1933-07-01,1932,FC Sete,CA Paris (alt),6-2,6,2
8,1933-07-01,1932,OGC Nice,Excelsior Roubaix,3-3,3,3
9,1933-07-01,1932,Racing Club de France,Olympique Lillois Lille,1-0,1,0
10,1933-07-01,1932,AS Cannes,Olympique Marseille,1-1,1,1
11,1933-07-01,1932,SC Fives Lille,SC Nimes,5-2,5,2
12,1933-07-01,1932,Stade Rennes,Stade Olympique Montpellierain,2-6,2,6
13,1933-07-01,1932,FC Sochaux,FC Antibes,6-4,6,4
14,1933-07-01,1932,FC Antibes,OGC Nice,3-2,3,2
15,1933-07-01,1932,Stade Olympique Montpellierain,FC Sochaux,3-2,3,2
16,1933-07-01,1932,Olympique Marseille,FC Sete,3-3,3,3
17,1933-07-01,1932,Olympique Lillois Lille,Stade Rennes,5-4,5,4
18,1933-07-01,1932,Excelsior Roubaix,AS Cannes,3-1,3,1
19,1933-07-01,1932,SC Nimes,Racing Club de France,3-1,3,1
20,1933-07-01,1932,CA Paris (alt),SC Fives Lille,0-1,0,1
21,1933-07-01,1932,FC Sete,Excelsior Roubaix,4-2,4,2
22,1933-07-01,1932,AS Cannes,FC Antibes,1-0,1,0
23,1933-07-01,1932,Stade Rennes,Racing Club de France,2-1,2,1
24,1933-07-01,1932,CA Paris (alt),SC Nimes,7-0,7,0
25,1933-07-01,1932,SC Fives Lille,Olympique Marseille,2-3,2,3
26,1933-07-01,1932,FC Sochaux,Olympique Lillois Lille,3-5,3,5
27,1933-07-01,1932,OGC Nice,Stade Olympique Montpellierain,1-1,1,1
28,1933-07-01,1932,OGC Nice,CA Paris (alt),5-2,5,2
29,1933-07-01,1932,Stade Rennes,Excelsior Roubaix,5-2,5,2
30,1933-07-01,1932,Racing Club de France,FC Antibes,5-2,5,2
31,1933-07-01,1932,FC Sochaux,Olympique Marseille,4-1,4,1
32,1933-07-01,1932,AS Cannes,SC Fives Lille,0-0,0,0
33,1933-07-01,1932,FC Sete,SC Nimes,8-2,8,2
34,1933-07-01,1932,Olympique Lillois Lille,Stade Olympique Montpellierain,6-2,6,2
35,1933-07-01,1932,FC Sete,AS Cannes,4-0,4,0
36,1933-07-01,1932,CA Paris (alt),FC Sochaux,4-6,4,6
37,1933-07-01,1932,FC Antibes,Olympique Lillois Lille,3-1,3,1
38,1933-07-01,1932,Excelsior Roubaix,Racing Club de France,3-6,3,6
39,1933-07-01,1932,Olympique Marseille,Stade Rennes,7-1,7,1
40,1933-07-01,1932,SC Nimes,Stade Olympique Montpellierain,2-0,2,0
41,1933-07-01,1932,SC Fives Lille,OGC Nice,5-2,5,2
42,1933-07-01,1932,OGC Nice,FC Sete,1-4,1,4
43,1933-07-01,1932,Stade Rennes,CA Paris (alt),8-2,8,2
44,1933-07-01,1932,Olympique Lillois Lille,Excelsior Roubaix,4-2,4,2
45,1933-07-01,1932,Stade Olympique Montpellierain,FC Antibes,3-2,3,2
46,1933-07-01,1932,AS Cannes,SC Nimes,1-1,1,1
47,1933-07-01,1932,Racing Club de France,Olympique Marseille,0-1,0,1
48,1933-07-01,1932,FC Sochaux,SC Fives Lille,1-3,1,3
49,1933-07-01,1932,FC Sete,FC Sochaux,3-1,3,1
50,1933-07-01,1932,SC Nimes,FC Antibes,5-0,5,0
51,1933-07-01,1932,AS Cannes,OGC Nice,2-2,2,2
52,1933-07-01,1932,CA Paris (alt),Racing Club de France,1-4,1,4
53,1933-07-01,1932,Excelsior Roubaix,Stade Olympique Montpellierain,3-2,3,2
54,1933-07-01,1932,Olympique Marseille,Olympique Lillois Lille,1-3,1,3
55,1933-07-01,1932,SC Fives Lille,Stade Rennes,5-0,5,0
56,1933-07-01,1932,OGC Nice,SC Nimes,1-2,1,2
57,1933-07-01,1932,FC Sochaux,AS Cannes,3-3,3,3
58,1933-07-01,1932,Olympique Lillois Lille,CA Paris (alt),4-1,4,1
59,1933-07-01,1932,Stade Rennes,FC Sete,4-4,4,4
60,1933-07-01,1932,Racing Club de France,SC Fives Lille,1-0,1,0
61,1933-07-01,1932,Stade Olympique Montpellierain,Olympique Marseille,3-3,3,3
62,1933-07-01,1932,FC Antibes,Excelsior Roubaix,2-1,2,1
63,1933-07-01,1932,SC Nimes,Excelsior Roubaix,3-0,3,0
64,1933-07-01,1932,Olympique Marseille,FC Antibes,3-2,3,2
65,1933-07-01,1932,SC Fives Lille,Olympique Lillois Lille,3-0,3,0
66,1933-07-01,1932,AS Cannes,Stade Rennes,0-2,0,2
67,1933-07-01,1932,FC Sete,Racing Club de France,2-1,2,1
68,1933-07-01,1932,OGC Nice,FC Sochaux,2-1,2,1
69,1933-07-01,1932,CA Paris (alt),Stade Olympique Montpellierain,1-4,1,4
70,1933-07-01,1932,Racing Club de France,AS Cannes,5-1,5,1
71,1933-07-01,1932,Olympique Lillois Lille,FC Sete,6-0,6,0
72,1933-07-01,1932,Stade Olympique Montpellierain,SC Fives Lille,4-1,4,1
73,1933-07-01,1932,FC Sochaux,SC Nimes,6-3,6,3
74,1933-07-01,1932,Excelsior Roubaix,Olympique Marseille,4-3,4,3
75,1933-07-01,1932,Stade Rennes,OGC Nice,2-1,2,1
76,1933-07-01,1932,FC Antibes,CA Paris (alt),3-1,3,1
77,1933-07-01,1932,CA Paris (alt),Excelsior Roubaix,3-6,3,6
78,1933-07-01,1932,AS Cannes,Olympique Lillois Lille,2-0,2,0
79,1933-07-01,1932,SC Nimes,Olympique Marseille,0-2,0,2
80,1933-07-01,1932,OGC Nice,Racing Club de France,2-0,2,0
81,1933-07-01,1932,FC Sochaux,Stade Rennes,6-2,6,2
82,1933-07-01,1932,SC Fives Lille,FC Antibes,0-0,0,0
83,1933-07-01,1932,FC Sete,Stade Olympique Montpellierain,1-1,1,1
84,1933-07-01,1932,Stade Olympique Montpellierain,AS Cannes,0-0,0,0
85,1933-07-01,1932,FC Antibes,FC Sete,3-0,3,0
86,1933-07-01,1932,Olympique Marseille,CA Paris (alt),3-1,3,1
87,1933-07-01,1932,Stade Rennes,SC Nimes,6-2,6,2
88,1933-07-01,1932,Olympique Lillois Lille,OGC Nice,3-0,3,0
89,1933-07-01,1932,Racing Club de France,FC Sochaux,0-2,0,2
90,1933-07-01,1932,Excelsior Roubaix,SC Fives Lille,1-1,1,1
91,1933-07-01,1932,AS Cannes,CA Paris (alt),3-1,3,1
92,1933-07-01,1932,Stade Rennes,FC Antibes,2-2,2,2
93,1933-07-01,1932,OGC Nice,Olympique Marseille,0-3,0,3
94,1933-07-01,1932,FC Sete,SC Fives Lille,2-2,2,2
95,1933-07-01,1932,Olympique Lillois Lille,SC Nimes,3-1,3,1
96,1933-07-01,1932,Racing Club de France,Stade Olympique Montpellierain,3-0,3,0
97,1933-07-01,1932,FC Sochaux,Excelsior Roubaix,1-2,1,2
98,1933-07-01,1932,FC Antibes,FC Sochaux,3-1,3,1
99,1933-07-01,1932,CA Paris (alt),FC Sete,2-3,2,3
100,1933-07-01,1932,Olympique Lillois Lille,Racing Club de France,0-0,0,0
101,1933-07-01,1932,Stade Olympique Montpellierain,Stade Rennes,1-2,1,2
102,1933-07-01,1932,Olympique Marseille,AS Cannes,4-0,4,0
103,1933-07-01,1932,SC Nimes,SC Fives Lille,3-4,3,4
104,1933-07-01,1932,Excelsior Roubaix,OGC Nice,3-1,3,1
105,1933-07-01,1932,AS Cannes,Excelsior Roubaix,1-0,1,0
106,1933-07-01,1932,SC Fives Lille,CA Paris (alt),2-0,2,0
107,1933-07-01,1932,Stade Rennes,Olympique Lillois Lille,1-5,1,5
108,1933-07-01,1932,FC Sochaux,Stade Olympique Montpellierain,0-0,0,0
109,1933-07-01,1932,OGC Nice,FC Antibes,1-1,1,1
110,1933-07-01,1932,FC Sete,Olympique Marseille,1-0,1,0
111,1933-07-01,1932,Racing Club de France,SC Nimes,1-1,1,1
112,1933-07-01,1932,SC Nimes,CA Paris (alt),5-1,5,1
113,1933-07-01,1932,Olympique Lillois Lille,FC Sochaux,2-2,2,2
114,1933-07-01,1932,Racing Club de France,Stade Rennes,2-3,2,3
115,1933-07-01,1932,Stade Olympique Montpellierain,OGC Nice,3-1,3,1
116,1933-07-01,1932,Olympique Marseille,SC Fives Lille,2-1,2,1
117,1933-07-01,1932,FC Antibes,AS Cannes,4-1,4,1
118,1933-07-01,1932,Excelsior Roubaix,FC Sete,3-3,3,3
119,1933-07-01,1932,SC Fives Lille,AS Cannes,1-2,1,2
120,1933-07-01,1932,SC Nimes,FC Sete,0-2,0,2
121,1933-07-01,1932,FC Antibes,Racing Club de France,1-0,1,0
122,1933-07-01,1932,Stade Olympique Montpellierain,Olympique Lillois Lille,2-1,2,1
123,1933-07-01,1932,Excelsior Roubaix,Stade Rennes,4-2,4,2
124,1933-07-01,1932,CA Paris (alt),OGC Nice,6-1,6,1
125,1933-07-01,1932,Olympique Marseille,FC Sochaux,4-0,4,0
126,1933-07-01,1932,FC Sochaux,CA Paris (alt),2-3,2,3
127,1933-07-01,1932,AS Cannes,FC Sete,4-1,4,1
128,1933-07-01,1932,Stade Olympique Montpellierain,SC Nimes,2-4,2,4
129,1933-07-01,1932,Racing Club de France,Excelsior Roubaix,3-3,3,3
130,1933-07-01,1932,Olympique Lillois Lille,FC Antibes,4-0,4,0
131,1933-07-01,1932,Stade Rennes,Olympique Marseille,1-0,1,0
132,1933-07-01,1932,OGC Nice,SC Fives Lille,0-0,0,0
133,1933-07-01,1932,SC Nimes,AS Cannes,4-1,4,1
134,1933-07-01,1932,SC Fives Lille,FC Sochaux,3-0,3,0
135,1933-07-01,1932,Excelsior Roubaix,Olympique Lillois Lille,2-0,2,0
136,1933-07-01,1932,Olympique Marseille,Racing Club de France,4-1,4,1
137,1933-07-01,1932,FC Sete,OGC Nice,4-0,4,0
138,1933-07-01,1932,FC Antibes,Stade Olympique Montpellierain,3-3,3,3
139,1933-07-01,1932,CA Paris (alt),Stade Rennes,3-6,3,6
140,1933-07-01,1932,OGC Nice,AS Cannes,3-1,3,1
141,1933-07-01,1932,FC Sochaux,FC Sete,3-2,3,2
142,1933-07-01,1932,FC Antibes,SC Nimes,4-2,4,2
143,1933-07-01,1932,Olympique Lillois Lille,Olympique Marseille,6-1,6,1
144,1933-07-01,1932,Racing Club de France,CA Paris (alt),4-1,4,1
145,1933-07-01,1932,Stade Olympique Montpellierain,Excelsior Roubaix,2-6,2,6
146,1933-07-01,1932,Stade Rennes,SC Fives Lille,1-0,1,0
147,1933-07-01,1932,Excelsior Roubaix,FC Antibes,2-3,2,3
148,1933-07-01,1932,AS Cannes,FC Sochaux,4-0,4,0
149,1933-07-01,1932,CA Paris (alt),Olympique Lillois Lille,0-3,0,3
150,1933-07-01,1932,FC Sete,Stade Rennes,3-1,3,1
151,1933-07-01,1932,Olympique Marseille,Stade Olympique Montpellierain,3-1,3,1
152,1933-07-01,1932,SC Nimes,OGC Nice,5-2,5,2
153,1933-07-01,1932,SC Fives Lille,Racing Club de France,3-3,3,3
154,1933-07-01,1932,Stade Rennes,AS Cannes,2-2,2,2
155,1933-07-01,1932,FC Antibes,Olympique Marseille,1-3,1,3
156,1933-07-01,1932,Stade Olympique Montpellierain,CA Paris (alt),3-2,3,2
157,1933-07-01,1932,FC Sochaux,OGC Nice,3-1,3,1
158,1933-07-01,1932,Racing Club de France,FC Sete,1-1,1,1
159,1933-07-01,1932,Olympique Lillois Lille,SC Fives Lille,1-1,1,1
160,1933-07-01,1932,Excelsior Roubaix,SC Nimes,1-0,1,0
161,1933-07-01,1932,CA Paris (alt),FC Antibes,1-3,1,3
162,1933-07-01,1932,FC Sete,Olympique Lillois Lille,1-0,1,0
163,1933-07-01,1932,AS Cannes,Racing Club de France,6-2,6,2
164,1933-07-01,1932,Olympique Marseille,Excelsior Roubaix,2-4,2,4
165,1933-07-01,1932,SC Nimes,FC Sochaux,7-1,7,1
166,1933-07-01,1932,OGC Nice,Stade Rennes,4-2,4,2
167,1933-07-01,1932,SC Fives Lille,Stade Olympique Montpellierain,2-1,2,1
168,1933-07-01,1932,Excelsior Roubaix,CA Paris (alt),3-2,3,2
169,1933-07-01,1932,Olympique Lillois Lille,AS Cannes,3-1,3,1
170,1933-07-01,1932,Stade Rennes,FC Sochaux,2-2,2,2
171,1933-07-01,1932,Stade Olympique Montpellierain,FC Sete,4-1,4,1
172,1933-07-01,1932,Racing Club de France,OGC Nice,4-3,4,3
173,1933-07-01,1932,Olympique Marseille,SC Nimes,7-3,7,3
174,1933-07-01,1932,FC Antibes,SC Fives Lille,0-7,0,7
175,1933-07-01,1932,SC Fives Lille,Excelsior Roubaix,1-0,1,0
176,1933-07-01,1932,CA Paris (alt),Olympique Marseille,3-1,3,1
177,1933-07-01,1932,OGC Nice,Olympique Lillois Lille,3-2,3,2
178,1933-07-01,1932,FC Sochaux,Racing Club de France,3-2,3,2
179,1933-07-01,1932,SC Nimes,Stade Rennes,5-3,5,3
180,1933-07-01,1932,AS Cannes,Stade Olympique Montpellierain,3-1,3,1
181,1933-07-01,1932,FC Sete,FC Antibes,4-2,4,2
182,1934-07-01,1933,FC Sochaux,Excelsior Roubaix,0-2,0,2
183,1934-07-01,1933,Olympique Lillois Lille,AS Cannes,0-0,0,0
184,1934-07-01,1933,FC Mulhouse,SC Nimes,6-0,6,0
185,1934-07-01,1933,FC Antibes,SC Fives Lille,2-3,2,3
186,1934-07-01,1933,Olympique Ales,Olympique Marseille,1-0,1,0
187,1934-07-01,1933,Red Star Olympique,Stade Rennes,2-1,2,1
188,1934-07-01,1933,RC Strasbourg,FC Sete,5-2,5,2
189,1934-07-01,1933,Stade Olympique Montpellierain,Racing Club de France,3-3,3,3
190,1934-07-01,1933,FC Sochaux,Stade Rennes,2-1,2,1
191,1934-07-01,1933,FC Mulhouse,Olympique Marseille,3-4,3,4
192,1934-07-01,1933,Olympique Lillois Lille,FC Sete,2-0,2,0
193,1934-07-01,1933,FC Antibes,Red Star Olympique,1-1,1,1
194,1934-07-01,1933,Racing Club de France,Excelsior Roubaix,3-1,3,1
195,1934-07-01,1933,Olympique Ales,SC Nimes,2-4,2,4
196,1934-07-01,1933,RC Strasbourg,AS Cannes,1-1,1,1
197,1934-07-01,1933,Stade Olympique Montpellierain,SC Fives Lille,2-0,2,0
198,1934-07-01,1933,Excelsior Roubaix,RC Strasbourg,1-2,1,2
199,1934-07-01,1933,Racing Club de France,Olympique Ales,6-3,6,3
200,1934-07-01,1933,FC Sete,Red Star Olympique,2-2,2,2
201,1934-07-01,1933,SC Nimes,Stade Olympique Montpellierain,4-5,4,5
202,1934-07-01,1933,AS Cannes,FC Sochaux,0-2,0,2
203,1934-07-01,1933,SC Fives Lille,FC Mulhouse,0-2,0,2
204,1934-07-01,1933,Stade Rennes,Olympique Lillois Lille,4-0,4,0
205,1934-07-01,1933,Olympique Marseille,FC Antibes,7-2,7,2
206,1934-07-01,1933,SC Nimes,FC Antibes,3-1,3,1
207,1934-07-01,1933,Olympique Marseille,Stade Olympique Montpellierain,4-1,4,1
208,1934-07-01,1933,Stade Rennes,RC Strasbourg,0-2,0,2
209,1934-07-01,1933,SC Fives Lille,Olympique Ales,1-0,1,0
210,1934-07-01,1933,AS Cannes,Red Star Olympique,6-2,6,2
211,1934-07-01,1933,Excelsior Roubaix,Olympique Lillois Lille,2-1,2,1
212,1934-07-01,1933,Racing Club de France,FC Mulhouse,2-3,2,3
213,1934-07-01,1933,FC Sete,FC Sochaux,1-1,1,1
214,1934-07-01,1933,FC Sochaux,SC Fives Lille,2-1,2,1
215,1934-07-01,1933,FC Mulhouse,Stade Rennes,2-2,2,2
216,1934-07-01,1933,Olympique Lillois Lille,Olympique Marseille,5-0,5,0
217,1934-07-01,1933,FC Antibes,FC Sete,1-0,1,0
218,1934-07-01,1933,Red Star Olympique,Racing Club de France,1-2,1,2
219,1934-07-01,1933,Olympique Ales,Excelsior Roubaix,0-3,0,3
220,1934-07-01,1933,RC Strasbourg,SC Nimes,3-0,3,0
221,1934-07-01,1933,Stade Olympique Montpellierain,AS Cannes,2-3,2,3
222,1934-07-01,1933,FC Sochaux,SC Nimes,1-0,1,0
223,1934-07-01,1933,Olympique Ales,FC Sete,3-0,3,0
224,1934-07-01,1933,Racing Club de France,RC Strasbourg,2-2,2,2
225,1934-07-01,1933,Stade Olympique Montpellierain,Excelsior Roubaix,0-2,0,2
226,1934-07-01,1933,AS Cannes,FC Mulhouse,5-0,5,0
227,1934-07-01,1933,SC Fives Lille,Olympique Lillois Lille,2-1,2,1
228,1934-07-01,1933,Stade Rennes,FC Antibes,4-1,4,1
229,1934-07-01,1933,Olympique Marseille,Red Star Olympique,4-3,4,3
230,1934-07-01,1933,FC Sochaux,Red Star Olympique,4-3,4,3
231,1934-07-01,1933,FC Mulhouse,Olympique Ales,2-0,2,0
232,1934-07-01,1933,Olympique Lillois Lille,RC Strasbourg,2-1,2,1
233,1934-07-01,1933,FC Antibes,Stade Olympique Montpellierain,4-0,4,0
234,1934-07-01,1933,Stade Rennes,Excelsior Roubaix,0-1,0,1
235,1934-07-01,1933,SC Nimes,Olympique Marseille,1-1,1,1
236,1934-07-01,1933,FC Sete,AS Cannes,1-1,1,1
237,1934-07-01,1933,Racing Club de France,SC Fives Lille,7-0,7,0
238,1934-07-01,1933,Stade Olympique Montpellierain,FC Sochaux,0-4,0,4
239,1934-07-01,1933,Red Star Olympique,FC Mulhouse,3-1,3,1
240,1934-07-01,1933,Olympique Ales,Olympique Lillois Lille,3-1,3,1
241,1934-07-01,1933,RC Strasbourg,FC Antibes,6-1,6,1
242,1934-07-01,1933,SC Fives Lille,Stade Rennes,4-1,4,1
243,1934-07-01,1933,Excelsior Roubaix,Olympique Marseille,0-3,0,3
244,1934-07-01,1933,SC Nimes,FC Sete,1-3,1,3
245,1934-07-01,1933,AS Cannes,Racing Club de France,0-2,0,2
246,1934-07-01,1933,FC Sochaux,Racing Club de France,3-1,3,1
247,1934-07-01,1933,Excelsior Roubaix,FC Mulhouse,1-2,1,2
248,1934-07-01,1933,Olympique Lillois Lille,SC Nimes,3-1,3,1
249,1934-07-01,1933,AS Cannes,FC Antibes,3-1,3,1
250,1934-07-01,1933,Red Star Olympique,SC Fives Lille,5-2,5,2
251,1934-07-01,1933,Stade Rennes,Olympique Ales,6-0,6,0
252,1934-07-01,1933,Olympique Marseille,RC Strasbourg,1-1,1,1
253,1934-07-01,1933,Stade Olympique Montpellierain,FC Sete,0-2,0,2
254,1934-07-01,1933,FC Sochaux,RC Strasbourg,2-3,2,3
255,1934-07-01,1933,Olympique Lillois Lille,Red Star Olympique,0-4,0,4
256,1934-07-01,1933,Stade Rennes,AS Cannes,3-0,3,0
257,1934-07-01,1933,FC Sete,Excelsior Roubaix,2-2,2,2
258,1934-07-01,1933,FC Mulhouse,Stade Olympique Montpellierain,4-1,4,1
259,1934-07-01,1933,FC Antibes,Olympique Ales,1-0,1,0
260,1934-07-01,1933,Olympique Marseille,SC Fives Lille,5-1,5,1
261,1934-07-01,1933,Racing Club de France,SC Nimes,2-0,2,0
262,1934-07-01,1933,RC Strasbourg,FC Mulhouse,4-2,4,2
263,1934-07-01,1933,Olympique Ales,FC Sochaux,0-5,0,5
264,1934-07-01,1933,Stade Olympique Montpellierain,Olympique Lillois Lille,1-3,1,3
265,1934-07-01,1933,Racing Club de France,FC Antibes,5-1,5,1
266,1934-07-01,1933,SC Nimes,Stade Rennes,1-2,1,2
267,1934-07-01,1933,AS Cannes,Olympique Marseille,3-0,3,0
268,1934-07-01,1933,SC Fives Lille,FC Sete,1-2,1,2
269,1934-07-01,1933,Excelsior Roubaix,Red Star Olympique,2-0,2,0
270,1934-07-01,1933,FC Sochaux,FC Mulhouse,8-0,8,0
271,1934-07-01,1933,Olympique Lillois Lille,FC Antibes,10-0,10,0
272,1934-07-01,1933,Red Star Olympique,Olympique Ales,3-1,3,1
273,1934-07-01,1933,RC Strasbourg,Stade Olympique Montpellierain,2-1,2,1
274,1934-07-01,1933,AS Cannes,SC Fives Lille,2-0,2,0
275,1934-07-01,1933,SC Nimes,Excelsior Roubaix,1-1,1,1
276,1934-07-01,1933,Stade Rennes,Olympique Marseille,1-1,1,1
277,1934-07-01,1933,FC Sete,Racing Club de France,2-2,2,2
278,1934-07-01,1933,FC Antibes,FC Sochaux,1-1,1,1
279,1934-07-01,1933,FC Mulhouse,Olympique Lillois Lille,1-0,1,0
280,1934-07-01,1933,Stade Olympique Montpellierain,Red Star Olympique,0-3,0,3
281,1934-07-01,1933,Olympique Ales,RC Strasbourg,1-5,1,5
282,1934-07-01,1933,SC Fives Lille,Excelsior Roubaix,0-0,0,0
283,1934-07-01,1933,SC Nimes,AS Cannes,1-2,1,2
284,1934-07-01,1933,Racing Club de France,Stade Rennes,2-1,2,1
285,1934-07-01,1933,Olympique Marseille,FC Sete,1-1,1,1
286,1934-07-01,1933,FC Sochaux,Olympique Lillois Lille,5-2,5,2
287,1934-07-01,1933,FC Antibes,FC Mulhouse,1-1,1,1
288,1934-07-01,1933,RC Strasbourg,Red Star Olympique,5-2,5,2
289,1934-07-01,1933,Excelsior Roubaix,AS Cannes,2-0,2,0
290,1934-07-01,1933,FC Sete,Stade Rennes,2-0,2,0
291,1934-07-01,1933,Racing Club de France,Olympique Marseille,5-1,5,1
292,1934-07-01,1933,SC Fives Lille,SC Nimes,3-1,3,1
293,1934-07-01,1933,Olympique Ales,Stade Olympique Montpellierain,1-1,1,1
294,1934-07-01,1933,Olympique Ales,AS Cannes,5-1,5,1
295,1934-07-01,1933,Red Star Olympique,SC Nimes,2-2,2,2
296,1934-07-01,1933,Stade Olympique Montpellierain,Stade Rennes,4-1,4,1
297,1934-07-01,1933,RC Strasbourg,SC Fives Lille,2-1,2,1
298,1934-07-01,1933,FC Antibes,Excelsior Roubaix,4-2,4,2
299,1934-07-01,1933,Olympique Lillois Lille,Racing Club de France,0-0,0,0
300,1934-07-01,1933,FC Mulhouse,FC Sete,1-1,1,1
301,1934-07-01,1933,Olympique Marseille,FC Sochaux,1-3,1,3
302,1934-07-01,1933,Excelsior Roubaix,FC Sochaux,0-1,0,1
303,1934-07-01,1933,AS Cannes,Olympique Lillois Lille,1-2,1,2
304,1934-07-01,1933,SC Nimes,FC Mulhouse,3-2,3,2
305,1934-07-01,1933,SC Fives Lille,FC Antibes,2-1,2,1
306,1934-07-01,1933,Olympique Marseille,Olympique Ales,3-2,3,2
307,1934-07-01,1933,Stade Rennes,Red Star Olympique,3-1,3,1
308,1934-07-01,1933,FC Sete,RC Strasbourg,1-0,1,0
309,1934-07-01,1933,Racing Club de France,Stade Olympique Montpellierain,1-0,1,0
310,1934-07-01,1933,Stade Rennes,FC Sochaux,3-3,3,3
311,1934-07-01,1933,Olympique Marseille,FC Mulhouse,8-3,8,3
312,1934-07-01,1933,FC Sete,Olympique Lillois Lille,3-1,3,1
313,1934-07-01,1933,Red Star Olympique,FC Antibes,2-2,2,2
314,1934-07-01,1933,Excelsior Roubaix,Racing Club de France,5-3,5,3
315,1934-07-01,1933,SC Nimes,Olympique Ales,1-1,1,1
316,1934-07-01,1933,AS Cannes,RC Strasbourg,0-1,0,1
317,1934-07-01,1933,SC Fives Lille,Stade Olympique Montpellierain,1-0,1,0
318,1934-07-01,1933,RC Strasbourg,Excelsior Roubaix,1-1,1,1
319,1934-07-01,1933,Olympique Ales,Racing Club de France,7-2,7,2
320,1934-07-01,1933,Red Star Olympique,FC Sete,3-4,3,4
321,1934-07-01,1933,Stade Olympique Montpellierain,SC Nimes,0-3,0,3
322,1934-07-01,1933,FC Sochaux,AS Cannes,4-2,4,2
323,1934-07-01,1933,FC Mulhouse,SC Fives Lille,1-0,1,0
324,1934-07-01,1933,Olympique Lillois Lille,Stade Rennes,3-1,3,1
325,1934-07-01,1933,FC Antibes,Olympique Marseille,1-7,1,7
326,1934-07-01,1933,FC Antibes,SC Nimes,4-1,4,1
327,1934-07-01,1933,Stade Olympique Montpellierain,Olympique Marseille,3-2,3,2
328,1934-07-01,1933,RC Strasbourg,Stade Rennes,2-1,2,1
329,1934-07-01,1933,Olympique Ales,SC Fives Lille,2-1,2,1
330,1934-07-01,1933,Red Star Olympique,AS Cannes,2-1,2,1
331,1934-07-01,1933,FC Mulhouse,Racing Club de France,3-1,3,1
332,1934-07-01,1933,FC Sochaux,FC Sete,0-0,0,0
333,1934-07-01,1933,Olympique Lillois Lille,Excelsior Roubaix,4-0,4,0
334,1934-07-01,1933,SC Fives Lille,FC Sochaux,0-3,0,3
335,1934-07-01,1933,Stade Rennes,FC Mulhouse,6-2,6,2
336,1934-07-01,1933,Olympique Marseille,Olympique Lillois Lille,3-1,3,1
337,1934-07-01,1933,FC Sete,FC Antibes,1-1,1,1
338,1934-07-01,1933,Racing Club de France,Red Star Olympique,2-2,2,2
339,1934-07-01,1933,Excelsior Roubaix,Olympique Ales,2-0,2,0
340,1934-07-01,1933,SC Nimes,RC Strasbourg,0-1,0,1
341,1934-07-01,1933,AS Cannes,Stade Olympique Montpellierain,7-2,7,2
342,1934-07-01,1933,SC Nimes,FC Sochaux,0-2,0,2
343,1934-07-01,1933,FC Sete,Olympique Ales,1-0,1,0
344,1934-07-01,1933,RC Strasbourg,Racing Club de France,6-0,6,0
345,1934-07-01,1933,Excelsior Roubaix,Stade Olympique Montpellierain,6-1,6,1
346,1934-07-01,1933,FC Mulhouse,AS Cannes,4-0,4,0
347,1934-07-01,1933,Olympique Lillois Lille,SC Fives Lille,3-0,3,0
348,1934-07-01,1933,FC Antibes,Stade Rennes,0-0,0,0
349,1934-07-01,1933,Red Star Olympique,Olympique Marseille,4-1,4,1
350,1934-07-01,1933,Red Star Olympique,FC Sochaux,2-7,2,7
351,1934-07-01,1933,Olympique Ales,FC Mulhouse,2-2,2,2
352,1934-07-01,1933,RC Strasbourg,Olympique Lillois Lille,4-1,4,1
353,1934-07-01,1933,Stade Olympique Montpellierain,FC Antibes,2-0,2,0
354,1934-07-01,1933,Excelsior Roubaix,Stade Rennes,0-0,0,0
355,1934-07-01,1933,Olympique Marseille,SC Nimes,2-1,2,1
356,1934-07-01,1933,AS Cannes,FC Sete,2-0,2,0
357,1934-07-01,1933,SC Fives Lille,Racing Club de France,2-1,2,1
358,1934-07-01,1933,FC Sochaux,Stade Olympique Montpellierain,9-0,9,0
359,1934-07-01,1933,FC Mulhouse,Red Star Olympique,0-0,0,0
360,1934-07-01,1933,Olympique Lillois Lille,Olympique Ales,2-1,2,1
361,1934-07-01,1933,FC Antibes,RC Strasbourg,1-3,1,3
362,1934-07-01,1933,Stade Rennes,SC Fives Lille,3-1,3,1
363,1934-07-01,1933,Olympique Marseille,Excelsior Roubaix,2-4,2,4
364,1934-07-01,1933,FC Sete,SC Nimes,2-2,2,2
365,1934-07-01,1933,Racing Club de France,AS Cannes,3-2,3,2
366,1934-07-01,1933,Racing Club de France,FC Sochaux,1-2,1,2
367,1934-07-01,1933,FC Mulhouse,Excelsior Roubaix,6-1,6,1
368,1934-07-01,1933,SC Nimes,Olympique Lillois Lille,1-2,1,2
369,1934-07-01,1933,FC Antibes,AS Cannes,1-1,1,1
370,1934-07-01,1933,SC Fives Lille,Red Star Olympique,6-0,6,0
371,1934-07-01,1933,Olympique Ales,Stade Rennes,3-2,3,2
