,Date,Season,home,visitor,FT,hgoal,vgoal
0,1996-04-06,1996,San Jose Earthquakes,DC United,1-0,1,0
1,1996-04-13,1996,LA Galaxy,New York Red Bulls,2-1,2,1
2,1996-04-13,1996,Tampa Bay Mutiny,New England Revolution,3-2,3,2
3,1996-04-13,1996,Columbus Crew,DC United,4-0,4,0
4,1996-04-13,1996,Sporting Kansas City,Colorado Rapids,3-0,3,0
5,1996-04-14,1996,FC Dallas,San Jose Earthquakes,1-0,1,0
6,1996-04-18,1996,FC Dallas,Sporting Kansas City,3-0,3,0
7,1996-04-20,1996,DC United,LA Galaxy,1-2,1,2
8,1996-04-20,1996,Columbus Crew,Tampa Bay Mutiny,1-2,1,2
9,1996-04-20,1996,New York Red Bulls,New England Revolution,0-1,0,1
10,1996-04-21,1996,Colorado Rapids,FC Dallas,3-1,3,1
11,1996-04-21,1996,San Jose Earthquakes,Sporting Kansas City,2-3,2,3
12,1996-04-27,1996,New York Red Bulls,Columbus Crew,0-2,0,2
13,1996-04-27,1996,New England Revolution,DC United,2-1,2,1
14,1996-04-28,1996,Tampa Bay Mutiny,FC Dallas,1-2,1,2
15,1996-04-28,1996,LA Galaxy,San Jose Earthquakes,2-1,2,1
16,1996-05-01,1996,DC United,FC Dallas,3-1,3,1
17,1996-05-02,1996,Sporting Kansas City,Columbus Crew,6-4,6,4
18,1996-05-04,1996,New York Red Bulls,Tampa Bay Mutiny,4-3,4,3
19,1996-05-04,1996,New England Revolution,San Jose Earthquakes,1-2,1,2
20,1996-05-05,1996,FC Dallas,Columbus Crew,1-0,1,0
21,1996-05-05,1996,Colorado Rapids,Sporting Kansas City,4-0,4,0
22,1996-05-05,1996,LA Galaxy,DC United,3-1,3,1
23,1996-05-08,1996,San Jose Earthquakes,Colorado Rapids,3-1,3,1
24,1996-05-08,1996,Tampa Bay Mutiny,Sporting Kansas City,2-0,2,0
25,1996-05-11,1996,Colorado Rapids,Tampa Bay Mutiny,1-2,1,2
26,1996-05-11,1996,Columbus Crew,New England Revolution,3-2,3,2
27,1996-05-11,1996,Sporting Kansas City,FC Dallas,2-3,2,3
28,1996-05-12,1996,DC United,New York Red Bulls,1-2,1,2
29,1996-05-12,1996,San Jose Earthquakes,LA Galaxy,1-2,1,2
30,1996-05-15,1996,DC United,Columbus Crew,5-2,5,2
31,1996-05-16,1996,New York Red Bulls,Colorado Rapids,3-0,3,0
32,1996-05-18,1996,Tampa Bay Mutiny,San Jose Earthquakes,3-2,3,2
33,1996-05-18,1996,FC Dallas,DC United,3-2,3,2
34,1996-05-19,1996,New England Revolution,New York Red Bulls,2-0,2,0
35,1996-05-19,1996,Columbus Crew,Colorado Rapids,2-4,2,4
36,1996-05-19,1996,LA Galaxy,Sporting Kansas City,2-0,2,0
37,1996-05-22,1996,Sporting Kansas City,New York Red Bulls,2-1,2,1
38,1996-05-23,1996,FC Dallas,Tampa Bay Mutiny,0-1,0,1
39,1996-05-25,1996,New England Revolution,Colorado Rapids,3-2,3,2
40,1996-05-26,1996,LA Galaxy,Columbus Crew,3-2,3,2
41,1996-05-29,1996,San Jose Earthquakes,Sporting Kansas City,2-1,2,1
42,1996-05-29,1996,Colorado Rapids,FC Dallas,2-0,2,0
43,1996-05-30,1996,New York Red Bulls,DC United,1-2,1,2
44,1996-06-01,1996,San Jose Earthquakes,Columbus Crew,3-2,3,2
45,1996-06-01,1996,Tampa Bay Mutiny,LA Galaxy,1-2,1,2
46,1996-06-01,1996,Sporting Kansas City,New England Revolution,2-1,2,1
47,1996-06-02,1996,FC Dallas,New York Red Bulls,0-1,0,1
48,1996-06-02,1996,Colorado Rapids,DC United,2-3,2,3
49,1996-06-05,1996,DC United,San Jose Earthquakes,3-1,3,1
50,1996-06-05,1996,Sporting Kansas City,Tampa Bay Mutiny,1-3,1,3
51,1996-06-06,1996,New England Revolution,LA Galaxy,2-3,2,3
52,1996-06-08,1996,Columbus Crew,Sporting Kansas City,3-4,3,4
53,1996-06-08,1996,FC Dallas,San Jose Earthquakes,4-1,4,1
54,1996-06-08,1996,Tampa Bay Mutiny,Colorado Rapids,2-1,2,1
55,1996-06-09,1996,New York Red Bulls,LA Galaxy,0-4,0,4
56,1996-06-15,1996,New England Revolution,Sporting Kansas City,2-1,2,1
57,1996-06-15,1996,FC Dallas,Colorado Rapids,2-1,2,1
58,1996-06-16,1996,New York Red Bulls,San Jose Earthquakes,0-1,0,1
59,1996-06-16,1996,LA Galaxy,Tampa Bay Mutiny,3-2,3,2
60,1996-06-19,1996,New York Red Bulls,FC Dallas,1-0,1,0
61,1996-06-19,1996,Columbus Crew,Colorado Rapids,2-3,2,3
62,1996-06-20,1996,Sporting Kansas City,DC United,5-1,5,1
63,1996-06-22,1996,Tampa Bay Mutiny,Columbus Crew,3-4,3,4
64,1996-06-23,1996,New England Revolution,FC Dallas,1-4,1,4
65,1996-06-23,1996,San Jose Earthquakes,DC United,2-1,2,1
66,1996-06-26,1996,LA Galaxy,Colorado Rapids,3-1,3,1
67,1996-06-26,1996,New York Red Bulls,Sporting Kansas City,2-0,2,0
68,1996-06-27,1996,New England Revolution,Columbus Crew,1-2,1,2
69,1996-06-29,1996,FC Dallas,Sporting Kansas City,0-1,0,1
70,1996-06-30,1996,Columbus Crew,New York Red Bulls,0-4,0,4
71,1996-06-30,1996,DC United,New England Revolution,3-1,3,1
72,1996-06-30,1996,Colorado Rapids,LA Galaxy,2-1,2,1
73,1996-06-30,1996,San Jose Earthquakes,Tampa Bay Mutiny,4-0,4,0
74,1996-07-04,1996,LA Galaxy,New England Revolution,0-1,0,1
75,1996-07-04,1996,Tampa Bay Mutiny,Columbus Crew,4-1,4,1
76,1996-07-04,1996,FC Dallas,DC United,2-1,2,1
77,1996-07-04,1996,Colorado Rapids,New York Red Bulls,3-1,3,1
78,1996-07-06,1996,San Jose Earthquakes,New England Revolution,1-2,1,2
79,1996-07-06,1996,Sporting Kansas City,LA Galaxy,3-1,3,1
80,1996-07-07,1996,Colorado Rapids,Columbus Crew,2-1,2,1
81,1996-07-07,1996,DC United,FC Dallas,6-1,6,1
82,1996-07-10,1996,New York Red Bulls,FC Dallas,3-2,3,2
83,1996-07-10,1996,Sporting Kansas City,Colorado Rapids,2-0,2,0
84,1996-07-11,1996,Columbus Crew,New England Revolution,1-2,1,2
85,1996-07-12,1996,DC United,Tampa Bay Mutiny,1-0,1,0
86,1996-07-17,1996,FC Dallas,LA Galaxy,5-2,5,2
87,1996-07-17,1996,Colorado Rapids,San Jose Earthquakes,1-2,1,2
88,1996-07-18,1996,Tampa Bay Mutiny,Sporting Kansas City,3-2,3,2
89,1996-07-20,1996,New England Revolution,DC United,2-0,2,0
90,1996-07-20,1996,Columbus Crew,San Jose Earthquakes,3-4,3,4
91,1996-07-20,1996,Sporting Kansas City,FC Dallas,1-2,1,2
92,1996-07-21,1996,Colorado Rapids,Tampa Bay Mutiny,1-3,1,3
93,1996-07-21,1996,LA Galaxy,New York Red Bulls,3-0,3,0
94,1996-07-24,1996,Colorado Rapids,New England Revolution,2-0,2,0
95,1996-07-24,1996,San Jose Earthquakes,New York Red Bulls,0-1,0,1
96,1996-07-25,1996,Columbus Crew,Tampa Bay Mutiny,1-0,1,0
97,1996-07-27,1996,Tampa Bay Mutiny,LA Galaxy,4-3,4,3
98,1996-07-27,1996,FC Dallas,Colorado Rapids,3-0,3,0
99,1996-07-27,1996,Sporting Kansas City,New England Revolution,4-2,4,2
100,1996-07-28,1996,New York Red Bulls,San Jose Earthquakes,4-1,4,1
101,1996-07-28,1996,DC United,Columbus Crew,2-0,2,0
102,1996-07-31,1996,Columbus Crew,FC Dallas,1-2,1,2
103,1996-07-31,1996,DC United,Sporting Kansas City,2-3,2,3
104,1996-07-31,1996,New England Revolution,San Jose Earthquakes,2-0,2,0
105,1996-08-01,1996,Colorado Rapids,LA Galaxy,2-3,2,3
106,1996-08-03,1996,New England Revolution,New York Red Bulls,2-1,2,1
107,1996-08-03,1996,Tampa Bay Mutiny,Colorado Rapids,3-1,3,1
108,1996-08-04,1996,DC United,Sporting Kansas City,2-4,2,4
109,1996-08-04,1996,LA Galaxy,Columbus Crew,1-2,1,2
110,1996-08-07,1996,Tampa Bay Mutiny,DC United,1-3,1,3
111,1996-08-07,1996,Colorado Rapids,Sporting Kansas City,4-2,4,2
112,1996-08-08,1996,LA Galaxy,New England Revolution,1-0,1,0
113,1996-08-10,1996,Columbus Crew,DC United,3-2,3,2
114,1996-08-10,1996,FC Dallas,Tampa Bay Mutiny,2-1,2,1
115,1996-08-11,1996,Sporting Kansas City,LA Galaxy,3-2,3,2
116,1996-08-11,1996,Colorado Rapids,New York Red Bulls,0-2,0,2
117,1996-08-11,1996,San Jose Earthquakes,New England Revolution,6-1,6,1
118,1996-08-14,1996,New York Red Bulls,New England Revolution,4-0,4,0
119,1996-08-14,1996,FC Dallas,Columbus Crew,2-3,2,3
120,1996-08-15,1996,Sporting Kansas City,San Jose Earthquakes,4-1,4,1
121,1996-08-16,1996,New England Revolution,Colorado Rapids,2-0,2,0
122,1996-08-17,1996,Tampa Bay Mutiny,New York Red Bulls,3-1,3,1
123,1996-08-18,1996,Columbus Crew,San Jose Earthquakes,2-0,2,0
124,1996-08-18,1996,DC United,LA Galaxy,2-1,2,1
125,1996-08-21,1996,LA Galaxy,Sporting Kansas City,1-2,1,2
126,1996-08-21,1996,New York Red Bulls,DC United,2-3,2,3
127,1996-08-21,1996,New England Revolution,Tampa Bay Mutiny,4-2,4,2
128,1996-08-22,1996,San Jose Earthquakes,FC Dallas,1-0,1,0
129,1996-08-24,1996,Columbus Crew,Sporting Kansas City,2-1,2,1
130,1996-08-25,1996,DC United,Tampa Bay Mutiny,3-0,3,0
131,1996-08-25,1996,San Jose Earthquakes,Colorado Rapids,1-0,1,0
132,1996-08-25,1996,LA Galaxy,FC Dallas,2-3,2,3
133,1996-08-28,1996,Columbus Crew,LA Galaxy,2-0,2,0
134,1996-08-29,1996,Colorado Rapids,DC United,1-2,1,2
135,1996-08-31,1996,Tampa Bay Mutiny,New England Revolution,3-1,3,1
136,1996-09-01,1996,Sporting Kansas City,New York Red Bulls,3-2,3,2
137,1996-09-01,1996,San Jose Earthquakes,LA Galaxy,1-2,1,2
138,1996-09-04,1996,New York Red Bulls,Tampa Bay Mutiny,0-2,0,2
139,1996-09-04,1996,New England Revolution,FC Dallas,2-1,2,1
140,1996-09-05,1996,LA Galaxy,Colorado Rapids,0-1,0,1
141,1996-09-06,1996,DC United,New York Red Bulls,1-2,1,2
142,1996-09-07,1996,Sporting Kansas City,Columbus Crew,1-5,1,5
143,1996-09-07,1996,FC Dallas,New England Revolution,0-2,0,2
144,1996-09-08,1996,Colorado Rapids,San Jose Earthquakes,1-3,1,3
145,1996-09-10,1996,New York Red Bulls,LA Galaxy,3-1,3,1
146,1996-09-11,1996,San Jose Earthquakes,FC Dallas,2-3,2,3
147,1996-09-12,1996,New England Revolution,Tampa Bay Mutiny,1-2,1,2
148,1996-09-14,1996,Tampa Bay Mutiny,DC United,2-0,2,0
149,1996-09-15,1996,Columbus Crew,New York Red Bulls,2-0,2,0
150,1996-09-15,1996,LA Galaxy,San Jose Earthquakes,4-2,4,2
151,1996-09-17,1996,DC United,New England Revolution,3-2,3,2
152,1996-09-18,1996,San Jose Earthquakes,Tampa Bay Mutiny,1-2,1,2
153,1996-09-18,1996,New York Red Bulls,Columbus Crew,1-0,1,0
154,1996-09-19,1996,FC Dallas,LA Galaxy,1-2,1,2
155,1996-09-21,1996,New England Revolution,Columbus Crew,0-1,0,1
156,1996-09-21,1996,DC United,Colorado Rapids,3-1,3,1
157,1996-09-21,1996,Tampa Bay Mutiny,New York Red Bulls,4-1,4,1
158,1996-09-21,1996,Sporting Kansas City,San Jose Earthquakes,0-1,0,1
159,1996-09-22,1996,LA Galaxy,FC Dallas,2-1,2,1
160,1996-09-24,1996,New York Red Bulls,DC United,2-2,2,2
161,1996-09-25,1996,Columbus Crew,Tampa Bay Mutiny,0-2,0,2
162,1996-09-26,1996,Sporting Kansas City,FC Dallas,3-2,3,2
163,1996-09-26,1996,San Jose Earthquakes,LA Galaxy,1-0,1,0
164,1996-09-27,1996,DC United,New York Red Bulls,1-0,1,0
165,1996-09-28,1996,Tampa Bay Mutiny,Columbus Crew,1-2,1,2
166,1996-09-29,1996,FC Dallas,Sporting Kansas City,2-1,2,1
167,1996-09-29,1996,LA Galaxy,San Jose Earthquakes,2-0,2,0
168,1996-10-02,1996,FC Dallas,Sporting Kansas City,2-3,2,3
169,1996-10-02,1996,LA Galaxy,San Jose Earthquakes,2-0,2,0
170,1996-10-02,1996,Tampa Bay Mutiny,Columbus Crew,4-1,4,1
171,1996-10-02,1996,DC United,New York Red Bulls,2-1,2,1
172,1996-10-10,1996,DC United,Tampa Bay Mutiny,4-1,4,1
173,1996-10-10,1996,LA Galaxy,Sporting Kansas City,2-1,2,1
174,1996-10-12,1996,Tampa Bay Mutiny,DC United,1-2,1,2
175,1996-10-13,1996,Sporting Kansas City,LA Galaxy,1-2,1,2
176,1996-10-20,1996,DC United,LA Galaxy,2-2,2,2
177,1997-03-22,1997,San Jose Earthquakes,New York Red Bulls,1-0,1,0
178,1997-03-29,1997,LA Galaxy,DC United,0-1,0,1
179,1997-03-29,1997,Columbus Crew,Colorado Rapids,2-1,2,1
180,1997-03-29,1997,Sporting Kansas City,San Jose Earthquakes,3-2,3,2
181,1997-03-29,1997,FC Dallas,New England Revolution,0-1,0,1
182,1997-03-29,1997,Tampa Bay Mutiny,New York Red Bulls,2-1,2,1
183,1997-04-05,1997,DC United,New York Red Bulls,2-1,2,1
184,1997-04-05,1997,Sporting Kansas City,LA Galaxy,3-2,3,2
185,1997-04-05,1997,FC Dallas,San Jose Earthquakes,2-1,2,1
186,1997-04-06,1997,Colorado Rapids,Columbus Crew,2-0,2,0
187,1997-04-06,1997,Tampa Bay Mutiny,New England Revolution,4-0,4,0
188,1997-04-12,1997,Tampa Bay Mutiny,Sporting Kansas City,2-1,2,1
189,1997-04-12,1997,New York Red Bulls,New England Revolution,3-1,3,1
190,1997-04-12,1997,Colorado Rapids,DC United,2-5,2,5
191,1997-04-12,1997,San Jose Earthquakes,LA Galaxy,4-1,4,1
192,1997-04-13,1997,Columbus Crew,FC Dallas,2-1,2,1
193,1997-04-18,1997,LA Galaxy,Colorado Rapids,2-1,2,1
194,1997-04-18,1997,Sporting Kansas City,FC Dallas,2-1,2,1
195,1997-04-19,1997,New York Red Bulls,DC United,1-2,1,2
196,1997-04-19,1997,Columbus Crew,San Jose Earthquakes,2-1,2,1
197,1997-04-20,1997,FC Dallas,Colorado Rapids,4-1,4,1
198,1997-04-20,1997,New England Revolution,Tampa Bay Mutiny,2-1,2,1
199,1997-04-23,1997,Colorado Rapids,FC Dallas,1-0,1,0
200,1997-04-26,1997,LA Galaxy,FC Dallas,1-2,1,2
201,1997-04-26,1997,New York Red Bulls,Columbus Crew,2-1,2,1
202,1997-04-26,1997,New England Revolution,Colorado Rapids,2-1,2,1
203,1997-04-26,1997,DC United,San Jose Earthquakes,2-3,2,3
204,1997-04-27,1997,Sporting Kansas City,Tampa Bay Mutiny,2-3,2,3
205,1997-05-02,1997,DC United,LA Galaxy,2-0,2,0
206,1997-05-03,1997,New England Revolution,Sporting Kansas City,2-1,2,1
207,1997-05-03,1997,San Jose Earthquakes,Columbus Crew,1-3,1,3
208,1997-05-03,1997,Colorado Rapids,Tampa Bay Mutiny,2-0,2,0
209,1997-05-04,1997,New York Red Bulls,LA Galaxy,1-0,1,0
210,1997-05-04,1997,FC Dallas,DC United,3-2,3,2
211,1997-05-09,1997,New England Revolution,Columbus Crew,0-2,0,2
212,1997-05-09,1997,New York Red Bulls,San Jose Earthquakes,0-1,0,1
213,1997-05-10,1997,DC United,FC Dallas,2-3,2,3
214,1997-05-10,1997,Tampa Bay Mutiny,Colorado Rapids,2-1,2,1
215,1997-05-10,1997,Sporting Kansas City,LA Galaxy,1-0,1,0
216,1997-05-11,1997,Columbus Crew,New York Red Bulls,3-0,3,0
217,1997-05-16,1997,San Jose Earthquakes,New England Revolution,1-2,1,2
218,1997-05-17,1997,FC Dallas,Tampa Bay Mutiny,2-0,2,0
219,1997-05-17,1997,Colorado Rapids,Columbus Crew,2-1,2,1
220,1997-05-18,1997,New England Revolution,DC United,0-1,0,1
221,1997-05-18,1997,New York Red Bulls,Sporting Kansas City,1-0,1,0
222,1997-05-18,1997,LA Galaxy,San Jose Earthquakes,2-1,2,1
223,1997-05-22,1997,DC United,San Jose Earthquakes,3-1,3,1
224,1997-05-22,1997,Sporting Kansas City,Columbus Crew,3-1,3,1
225,1997-05-23,1997,Tampa Bay Mutiny,FC Dallas,1-3,1,3
226,1997-05-24,1997,Colorado Rapids,New England Revolution,1-2,1,2
227,1997-05-25,1997,LA Galaxy,Columbus Crew,1-0,1,0
228,1997-05-25,1997,New York Red Bulls,Tampa Bay Mutiny,3-2,3,2
229,1997-05-29,1997,Columbus Crew,DC United,2-3,2,3
230,1997-05-30,1997,New England Revolution,New York Red Bulls,3-1,3,1
231,1997-05-30,1997,LA Galaxy,Sporting Kansas City,1-3,1,3
232,1997-06-01,1997,New England Revolution,FC Dallas,3-1,3,1
233,1997-06-01,1997,San Jose Earthquakes,DC United,2-3,2,3
234,1997-06-01,1997,Colorado Rapids,Tampa Bay Mutiny,2-0,2,0
235,1997-06-06,1997,FC Dallas,Sporting Kansas City,1-2,1,2
236,1997-06-07,1997,DC United,Colorado Rapids,5-0,5,0
237,1997-06-07,1997,Tampa Bay Mutiny,Columbus Crew,3-1,3,1
238,1997-06-08,1997,New England Revolution,LA Galaxy,1-0,1,0
239,1997-06-08,1997,San Jose Earthquakes,Sporting Kansas City,2-3,2,3
240,1997-06-13,1997,New York Red Bulls,Colorado Rapids,1-3,1,3
241,1997-06-14,1997,New England Revolution,DC United,0-1,0,1
242,1997-06-15,1997,Columbus Crew,Colorado Rapids,0-2,0,2
243,1997-06-15,1997,Sporting Kansas City,San Jose Earthquakes,1-3,1,3
244,1997-06-15,1997,FC Dallas,New York Red Bulls,3-1,3,1
245,1997-06-15,1997,LA Galaxy,Tampa Bay Mutiny,4-1,4,1
246,1997-06-21,1997,Tampa Bay Mutiny,San Jose Earthquakes,3-1,3,1
247,1997-06-21,1997,Columbus Crew,New York Red Bulls,2-1,2,1
248,1997-06-21,1997,Sporting Kansas City,DC United,6-1,6,1
249,1997-06-21,1997,Colorado Rapids,LA Galaxy,2-1,2,1
250,1997-06-22,1997,New England Revolution,FC Dallas,3-2,3,2
251,1997-06-25,1997,Sporting Kansas City,Tampa Bay Mutiny,3-2,3,2
252,1997-06-28,1997,Tampa Bay Mutiny,LA Galaxy,3-2,3,2
253,1997-06-28,1997,Colorado Rapids,Sporting Kansas City,3-4,3,4
254,1997-06-28,1997,San Jose Earthquakes,FC Dallas,3-1,3,1
255,1997-07-04,1997,Tampa Bay Mutiny,New York Red Bulls,1-0,1,0
256,1997-07-04,1997,Columbus Crew,Sporting Kansas City,1-2,1,2
257,1997-07-04,1997,FC Dallas,DC United,2-3,2,3
258,1997-07-04,1997,Colorado Rapids,San Jose Earthquakes,3-1,3,1
259,1997-07-04,1997,LA Galaxy,New England Revolution,2-0,2,0
260,1997-07-06,1997,DC United,Tampa Bay Mutiny,3-2,3,2
261,1997-07-06,1997,Sporting Kansas City,FC Dallas,1-3,1,3
262,1997-07-06,1997,San Jose Earthquakes,New England Revolution,3-2,3,2
263,1997-07-12,1997,New England Revolution,Sporting Kansas City,2-0,2,0
264,1997-07-12,1997,LA Galaxy,DC United,3-1,3,1
265,1997-07-13,1997,Columbus Crew,FC Dallas,1-2,1,2
266,1997-07-13,1997,New York Red Bulls,Colorado Rapids,4-1,4,1
267,1997-07-13,1997,San Jose Earthquakes,Tampa Bay Mutiny,2-3,2,3
268,1997-07-18,1997,New England Revolution,Tampa Bay Mutiny,4-2,4,2
269,1997-07-18,1997,FC Dallas,San Jose Earthquakes,3-1,3,1
270,1997-07-19,1997,Sporting Kansas City,DC United,3-2,3,2
271,1997-07-20,1997,New York Red Bulls,LA Galaxy,0-4,0,4
272,1997-07-20,1997,Columbus Crew,New England Revolution,1-0,1,0
273,1997-07-20,1997,Tampa Bay Mutiny,San Jose Earthquakes,3-1,3,1
274,1997-07-20,1997,Colorado Rapids,FC Dallas,2-4,2,4
275,1997-07-25,1997,DC United,Columbus Crew,2-1,2,1
276,1997-07-25,1997,FC Dallas,LA Galaxy,0-3,0,3
277,1997-07-25,1997,San Jose Earthquakes,Colorado Rapids,1-2,1,2
278,1997-07-26,1997,Sporting Kansas City,New England Revolution,1-0,1,0
279,1997-07-27,1997,Columbus Crew,Tampa Bay Mutiny,0-1,0,1
280,1997-07-27,1997,New York Red Bulls,DC United,2-1,2,1
281,1997-07-27,1997,Colorado Rapids,LA Galaxy,1-2,1,2
282,1997-07-30,1997,DC United,Columbus Crew,4-2,4,2
283,1997-08-02,1997,DC United,Colorado Rapids,2-3,2,3
284,1997-08-02,1997,FC Dallas,Sporting Kansas City,1-2,1,2
285,1997-08-02,1997,LA Galaxy,Columbus Crew,1-2,1,2
286,1997-08-03,1997,New England Revolution,San Jose Earthquakes,1-5,1,5
287,1997-08-03,1997,New York Red Bulls,Tampa Bay Mutiny,2-3,2,3
288,1997-08-09,1997,DC United,LA Galaxy,4-2,4,2
289,1997-08-09,1997,Tampa Bay Mutiny,Sporting Kansas City,0-2,0,2
290,1997-08-09,1997,Colorado Rapids,New England Revolution,3-0,3,0
291,1997-08-09,1997,San Jose Earthquakes,Columbus Crew,2-1,2,1
292,1997-08-14,1997,New England Revolution,LA Galaxy,1-2,1,2
293,1997-08-15,1997,Tampa Bay Mutiny,FC Dallas,2-1,2,1
294,1997-08-15,1997,Colorado Rapids,New York Red Bulls,2-0,2,0
295,1997-08-16,1997,Columbus Crew,DC United,2-0,2,0
296,1997-08-17,1997,Sporting Kansas City,New York Red Bulls,4-3,4,3
297,1997-08-17,1997,LA Galaxy,San Jose Earthquakes,2-3,2,3
298,1997-08-23,1997,Columbus Crew,New England Revolution,2-1,2,1
299,1997-08-23,1997,FC Dallas,New York Red Bulls,1-2,1,2
300,1997-08-24,1997,San Jose Earthquakes,Sporting Kansas City,2-3,2,3
301,1997-08-27,1997,DC United,New England Revolution,3-2,3,2
302,1997-08-28,1997,Sporting Kansas City,Colorado Rapids,1-0,1,0
303,1997-08-29,1997,New York Red Bulls,San Jose Earthquakes,3-0,3,0
304,1997-08-30,1997,Columbus Crew,LA Galaxy,2-0,2,0
305,1997-08-30,1997,Tampa Bay Mutiny,New England Revolution,4-0,4,0
306,1997-08-31,1997,DC United,Sporting Kansas City,2-0,2,0
307,1997-08-31,1997,FC Dallas,Colorado Rapids,4-1,4,1
308,1997-09-04,1997,LA Galaxy,New York Red Bulls,1-3,1,3
309,1997-09-06,1997,FC Dallas,Columbus Crew,3-0,3,0
310,1997-09-06,1997,Colorado Rapids,Sporting Kansas City,1-2,1,2
311,1997-09-06,1997,San Jose Earthquakes,New York Red Bulls,4-0,4,0
312,1997-09-07,1997,LA Galaxy,Tampa Bay Mutiny,6-1,6,1
313,1997-09-09,1997,New York Red Bulls,New England Revolution,3-1,3,1
314,1997-09-10,1997,LA Galaxy,Colorado Rapids,2-0,2,0
315,1997-09-11,1997,San Jose Earthquakes,FC Dallas,0-1,0,1
316,1997-09-12,1997,New England Revolution,Columbus Crew,1-0,1,0
317,1997-09-12,1997,Sporting Kansas City,New York Red Bulls,0-1,0,1
318,1997-09-13,1997,Tampa Bay Mutiny,DC United,1-2,1,2
319,1997-09-14,1997,Columbus Crew,Sporting Kansas City,4-0,4,0
320,1997-09-14,1997,FC Dallas,LA Galaxy,1-3,1,3
321,1997-09-16,1997,New York Red Bulls,FC Dallas,0-1,0,1
322,1997-09-16,1997,DC United,New England Revolution,3-2,3,2
323,1997-09-17,1997,Colorado Rapids,San Jose Earthquakes,1-2,1,2
324,1997-09-18,1997,Tampa Bay Mutiny,Columbus Crew,2-1,2,1
325,1997-09-19,1997,LA Galaxy,FC Dallas,2-1,2,1
326,1997-09-20,1997,New England Revolution,New York Red Bulls,3-2,3,2
327,1997-09-21,1997,DC United,Tampa Bay Mutiny,1-2,1,2
328,1997-09-21,1997,San Jose Earthquakes,LA Galaxy,2-3,2,3
329,1997-09-25,1997,New York Red Bulls,Columbus Crew,0-1,0,1
330,1997-09-25,1997,FC Dallas,New England Revolution,1-2,1,2
331,1997-09-26,1997,Tampa Bay Mutiny,DC United,1-5,1,5
332,1997-09-26,1997,Sporting Kansas City,Colorado Rapids,5-2,5,2
333,1997-09-28,1997,Columbus Crew,Tampa Bay Mutiny,2-1,2,1
334,1997-09-28,1997,DC United,New York Red Bulls,1-3,1,3
335,1997-09-28,1997,LA Galaxy,Sporting Kansas City,2-0,2,0
336,1997-09-28,1997,San Jose Earthquakes,Colorado Rapids,1-3,1,3
337,1997-10-04,1997,Sporting Kansas City,Colorado Rapids,0-3,0,3
338,1997-10-05,1997,LA Galaxy,FC Dallas,0-0,0,0
339,1997-10-05,1997,DC United,New England Revolution,4-1,4,1
340,1997-10-05,1997,Tampa Bay Mutiny,Columbus Crew,1-2,1,2
341,1997-10-08,1997,Colorado Rapids,Sporting Kansas City,3-2,3,2
342,1997-10-08,1997,FC Dallas,LA Galaxy,3-0,3,0
343,1997-10-08,1997,New England Revolution,DC United,1-1,1,1
344,1997-10-08,1997,Columbus Crew,Tampa Bay Mutiny,2-0,2,0
345,1997-10-12,1997,DC United,Columbus Crew,3-2,3,2
346,1997-10-12,1997,FC Dallas,Colorado Rapids,0-1,0,1
347,1997-10-15,1997,Columbus Crew,DC United,0-1,0,1
348,1997-10-15,1997,Colorado Rapids,FC Dallas,2-1,2,1
349,1997-10-26,1997,DC United,Colorado Rapids,2-1,2,1
350,1998-03-14,1998,Miami Fusion,DC United,0-2,0,2
351,1998-03-20,1998,DC United,Sporting Kansas City,3-2,3,2
352,1998-03-20,1998,FC Dallas,Colorado Rapids,2-1,2,1
353,1998-03-20,1998,LA Galaxy,San Jose Earthquakes,4-3,4,3
354,1998-03-20,1998,Miami Fusion,Chicago Fire,0-2,0,2
355,1998-03-20,1998,Tampa Bay Mutiny,Columbus Crew,1-2,1,2
356,1998-03-25,1998,Tampa Bay Mutiny,Miami Fusion,0-1,0,1
357,1998-03-27,1998,San Jose Earthquakes,Colorado Rapids,2-3,2,3
358,1998-03-27,1998,LA Galaxy,New York Red Bulls,3-2,3,2
359,1998-03-28,1998,DC United,New England Revolution,2-1,2,1
360,1998-03-28,1998,FC Dallas,Columbus Crew,2-1,2,1
361,1998-04-03,1998,Chicago Fire,Tampa Bay Mutiny,2-0,2,0
362,1998-04-03,1998,Colorado Rapids,LA Galaxy,0-1,0,1
363,1998-04-03,1998,Columbus Crew,DC United,2-1,2,1
364,1998-04-03,1998,Miami Fusion,New England Revolution,2-1,2,1
365,1998-04-03,1998,Sporting Kansas City,New York Red Bulls,2-0,2,0
366,1998-04-04,1998,San Jose Earthquakes,FC Dallas,2-3,2,3
367,1998-04-07,1998,Sporting Kansas City,Chicago Fire,1-0,1,0
368,1998-04-10,1998,Columbus Crew,New England Revolution,3-2,3,2
369,1998-04-10,1998,DC United,Colorado Rapids,4-3,4,3
370,1998-04-10,1998,San Jose Earthquakes,Chicago Fire,1-0,1,0
371,1998-04-10,1998,Miami Fusion,Sporting Kansas City,2-1,2,1
372,1998-04-10,1998,Tampa Bay Mutiny,FC Dallas,3-1,3,1
373,1998-04-10,1998,New York Red Bulls,LA Galaxy,2-3,2,3
374,1998-04-16,1998,Chicago Fire,New York Red Bulls,0-1,0,1
375,1998-04-17,1998,Columbus Crew,Miami Fusion,5-1,5,1
