,Date,Season,home,visitor,FT,hgoal,vgoal
986,2001-04-20,2001,Columbus Crew,Sporting Kansas City,0-3,0,3
987,2001-04-20,2001,DC United,New England Revolution,2-1,2,1
988,2001-04-20,2001,FC Dallas,Chicago Fire,3-2,3,2
989,2001-04-20,2001,LA Galaxy,Colorado Rapids,1-0,1,0
990,2001-04-20,2001,Miami Fusion,San Jose Earthquakes,2-1,2,1
991,2001-04-20,2001,New York Red Bulls,Tampa Bay Mutiny,1-3,1,3
992,2001-04-27,2001,Colorado Rapids,LA Galaxy,2-3,2,3
993,2001-04-27,2001,Miami Fusion,New England Revolution,1-0,1,0
994,2001-04-27,2001,Tampa Bay Mutiny,Chicago Fire,0-1,0,1
995,2001-04-27,2001,New York Red Bulls,FC Dallas,3-2,3,2
996,2001-04-27,2001,Sporting Kansas City,San Jose Earthquakes,0-0,0,0
997,2001-05-01,2001,New York Red Bulls,Sporting Kansas City,4-1,4,1
998,2001-05-04,2001,Chicago Fire,Tampa Bay Mutiny,2-0,2,0
999,2001-05-04,2001,Columbus Crew,Miami Fusion,0-0,0,0
1000,2001-05-04,2001,FC Dallas,Colorado Rapids,0-1,0,1
1001,2001-05-04,2001,San Jose Earthquakes,New England Revolution,3-2,3,2
1002,2001-05-04,2001,LA Galaxy,Sporting Kansas City,2-1,2,1
1003,2001-05-04,2001,New York Red Bulls,DC United,3-2,3,2
1004,2001-05-08,2001,DC United,New England Revolution,5-0,5,0
1005,2001-05-08,2001,Tampa Bay Mutiny,LA Galaxy,4-4,4,4
1006,2001-05-11,2001,Colorado Rapids,Tampa Bay Mutiny,2-1,2,1
1007,2001-05-11,2001,DC United,San Jose Earthquakes,2-3,2,3
1008,2001-05-11,2001,FC Dallas,Columbus Crew,4-0,4,0
1009,2001-05-11,2001,New England Revolution,Chicago Fire,2-1,2,1
1010,2001-05-11,2001,New York Red Bulls,LA Galaxy,2-0,2,0
1011,2001-05-15,2001,New England Revolution,Columbus Crew,2-1,2,1
1012,2001-05-15,2001,New York Red Bulls,Colorado Rapids,1-0,1,0
1013,2001-05-18,2001,Chicago Fire,Sporting Kansas City,2-0,2,0
1014,2001-05-18,2001,Colorado Rapids,New England Revolution,0-1,0,1
1015,2001-05-18,2001,Columbus Crew,DC United,2-1,2,1
1016,2001-05-18,2001,San Jose Earthquakes,New York Red Bulls,2-0,2,0
1017,2001-05-18,2001,LA Galaxy,FC Dallas,0-0,0,0
1018,2001-05-18,2001,Miami Fusion,Tampa Bay Mutiny,3-1,3,1
1019,2001-05-22,2001,Colorado Rapids,Miami Fusion,0-1,0,1
1020,2001-05-22,2001,FC Dallas,San Jose Earthquakes,0-2,0,2
1021,2001-05-23,2001,Sporting Kansas City,New York Red Bulls,1-0,1,0
1022,2001-05-25,2001,Chicago Fire,San Jose Earthquakes,1-1,1,1
1023,2001-05-25,2001,Columbus Crew,Colorado Rapids,3-3,3,3
1024,2001-05-25,2001,LA Galaxy,New England Revolution,2-0,2,0
1025,2001-05-25,2001,Tampa Bay Mutiny,Miami Fusion,0-4,0,4
1026,2001-05-29,2001,Chicago Fire,LA Galaxy,3-4,3,4
1027,2001-05-29,2001,San Jose Earthquakes,Colorado Rapids,1-1,1,1
1028,2001-05-29,2001,Miami Fusion,DC United,2-1,2,1
1029,2001-06-01,2001,Colorado Rapids,San Jose Earthquakes,1-2,1,2
1030,2001-06-01,2001,Columbus Crew,LA Galaxy,1-1,1,1
1031,2001-06-01,2001,DC United,Chicago Fire,1-2,1,2
1032,2001-06-01,2001,FC Dallas,Miami Fusion,2-6,2,6
1033,2001-06-01,2001,Tampa Bay Mutiny,Sporting Kansas City,1-2,1,2
1034,2001-06-02,2001,New England Revolution,New York Red Bulls,1-1,1,1
1035,2001-06-05,2001,Tampa Bay Mutiny,FC Dallas,0-1,0,1
1036,2001-06-08,2001,Chicago Fire,Columbus Crew,1-0,1,0
1037,2001-06-08,2001,FC Dallas,DC United,3-0,3,0
1038,2001-06-08,2001,San Jose Earthquakes,LA Galaxy,3-1,3,1
1039,2001-06-08,2001,Miami Fusion,Sporting Kansas City,5-1,5,1
1040,2001-06-08,2001,New England Revolution,Tampa Bay Mutiny,3-0,3,0
1041,2001-06-12,2001,DC United,New York Red Bulls,2-1,2,1
1042,2001-06-12,2001,LA Galaxy,Sporting Kansas City,4-0,4,0
1043,2001-06-15,2001,Colorado Rapids,FC Dallas,3-6,3,6
1044,2001-06-15,2001,Columbus Crew,Tampa Bay Mutiny,6-1,6,1
1045,2001-06-15,2001,Miami Fusion,LA Galaxy,3-3,3,3
1046,2001-06-15,2001,New York Red Bulls,San Jose Earthquakes,0-0,0,0
1047,2001-06-15,2001,Sporting Kansas City,DC United,0-3,0,3
1048,2001-06-19,2001,New England Revolution,Colorado Rapids,3-3,3,3
1049,2001-06-22,2001,Chicago Fire,New England Revolution,1-1,1,1
1050,2001-06-22,2001,FC Dallas,Columbus Crew,1-2,1,2
1051,2001-06-22,2001,San Jose Earthquakes,Sporting Kansas City,2-0,2,0
1052,2001-06-22,2001,LA Galaxy,New York Red Bulls,2-0,2,0
1053,2001-06-22,2001,Tampa Bay Mutiny,DC United,3-2,3,2
1054,2001-06-29,2001,Chicago Fire,New York Red Bulls,3-1,3,1
1055,2001-06-29,2001,DC United,Colorado Rapids,1-1,1,1
1056,2001-06-29,2001,FC Dallas,LA Galaxy,0-0,0,0
1057,2001-06-29,2001,Miami Fusion,Columbus Crew,4-3,4,3
1058,2001-06-29,2001,Sporting Kansas City,Tampa Bay Mutiny,3-0,3,0
1059,2001-07-03,2001,Colorado Rapids,DC United,3-1,3,1
1060,2001-07-03,2001,FC Dallas,New England Revolution,1-1,1,1
1061,2001-07-03,2001,San Jose Earthquakes,Miami Fusion,1-1,1,1
1062,2001-07-03,2001,LA Galaxy,Columbus Crew,0-2,0,2
1063,2001-07-03,2001,Tampa Bay Mutiny,New York Red Bulls,1-2,1,2
1064,2001-07-03,2001,Sporting Kansas City,Chicago Fire,0-7,0,7
1065,2001-07-06,2001,Colorado Rapids,San Jose Earthquakes,3-1,3,1
1066,2001-07-06,2001,Columbus Crew,FC Dallas,2-2,2,2
1067,2001-07-06,2001,DC United,LA Galaxy,0-3,0,3
1068,2001-07-06,2001,Miami Fusion,New York Red Bulls,0-3,0,3
1069,2001-07-06,2001,Tampa Bay Mutiny,Chicago Fire,2-3,2,3
1070,2001-07-06,2001,New England Revolution,Sporting Kansas City,1-2,1,2
1071,2001-07-13,2001,Chicago Fire,Colorado Rapids,1-0,1,0
1072,2001-07-13,2001,San Jose Earthquakes,Tampa Bay Mutiny,2-1,2,1
1073,2001-07-13,2001,LA Galaxy,Miami Fusion,3-0,3,0
1074,2001-07-13,2001,New England Revolution,DC United,1-3,1,3
1075,2001-07-13,2001,Sporting Kansas City,FC Dallas,3-2,3,2
1076,2001-07-16,2001,New England Revolution,LA Galaxy,3-2,3,2
1077,2001-07-17,2001,Colorado Rapids,Sporting Kansas City,0-0,0,0
1078,2001-07-17,2001,Columbus Crew,New York Red Bulls,2-1,2,1
1079,2001-07-17,2001,FC Dallas,Tampa Bay Mutiny,3-0,3,0
1080,2001-07-17,2001,San Jose Earthquakes,DC United,4-0,4,0
1081,2001-07-17,2001,Miami Fusion,Chicago Fire,2-1,2,1
1082,2001-07-20,2001,Chicago Fire,FC Dallas,2-1,2,1
1083,2001-07-20,2001,Columbus Crew,San Jose Earthquakes,2-1,2,1
1084,2001-07-20,2001,Miami Fusion,New England Revolution,1-1,1,1
1085,2001-07-20,2001,Tampa Bay Mutiny,Colorado Rapids,1-2,1,2
1086,2001-07-20,2001,New York Red Bulls,DC United,2-1,2,1
1087,2001-07-28,2001,Sporting Kansas City,New England Revolution,2-0,2,0
1088,2001-07-31,2001,Columbus Crew,Chicago Fire,3-0,3,0
1089,2001-07-31,2001,DC United,Miami Fusion,2-2,2,2
1090,2001-08-03,2001,Colorado Rapids,Chicago Fire,1-1,1,1
1091,2001-08-03,2001,Tampa Bay Mutiny,San Jose Earthquakes,2-0,2,0
1092,2001-08-03,2001,New England Revolution,FC Dallas,5-1,5,1
1093,2001-08-03,2001,New York Red Bulls,Miami Fusion,2-1,2,1
1094,2001-08-03,2001,Sporting Kansas City,Columbus Crew,1-3,1,3
1095,2001-08-07,2001,New England Revolution,San Jose Earthquakes,1-5,1,5
1096,2001-08-10,2001,Chicago Fire,Tampa Bay Mutiny,3-1,3,1
1097,2001-08-10,2001,FC Dallas,New York Red Bulls,3-0,3,0
1098,2001-08-10,2001,San Jose Earthquakes,Columbus Crew,2-2,2,2
1099,2001-08-10,2001,LA Galaxy,DC United,1-0,1,0
1100,2001-08-10,2001,New England Revolution,Miami Fusion,1-4,1,4
1101,2001-08-11,2001,Colorado Rapids,Sporting Kansas City,2-2,2,2
1102,2001-08-14,2001,Chicago Fire,Miami Fusion,1-2,1,2
1103,2001-08-14,2001,Columbus Crew,FC Dallas,3-0,3,0
1104,2001-08-14,2001,DC United,New York Red Bulls,1-2,1,2
1105,2001-08-14,2001,Sporting Kansas City,LA Galaxy,1-2,1,2
1106,2001-08-17,2001,San Jose Earthquakes,Chicago Fire,0-1,0,1
1107,2001-08-17,2001,LA Galaxy,Tampa Bay Mutiny,5-1,5,1
1108,2001-08-17,2001,Miami Fusion,FC Dallas,4-2,4,2
1109,2001-08-17,2001,New England Revolution,DC United,2-1,2,1
1110,2001-08-18,2001,New York Red Bulls,Columbus Crew,0-1,0,1
1111,2001-08-18,2001,Sporting Kansas City,Colorado Rapids,3-2,3,2
1112,2001-08-24,2001,DC United,Columbus Crew,2-1,2,1
1113,2001-08-24,2001,FC Dallas,Sporting Kansas City,3-0,3,0
1114,2001-08-24,2001,San Jose Earthquakes,Colorado Rapids,5-2,5,2
1115,2001-08-24,2001,LA Galaxy,Chicago Fire,1-3,1,3
1116,2001-08-24,2001,Miami Fusion,New York Red Bulls,2-3,2,3
1117,2001-08-25,2001,Tampa Bay Mutiny,New England Revolution,0-0,0,0
1118,2001-08-28,2001,Chicago Fire,Columbus Crew,2-1,2,1
1119,2001-08-28,2001,Tampa Bay Mutiny,FC Dallas,2-3,2,3
1120,2001-08-31,2001,Columbus Crew,New England Revolution,4-1,4,1
1121,2001-08-31,2001,DC United,Tampa Bay Mutiny,5-1,5,1
1122,2001-08-31,2001,San Jose Earthquakes,Sporting Kansas City,3-0,3,0
1123,2001-08-31,2001,LA Galaxy,Colorado Rapids,3-2,3,2
1124,2001-08-31,2001,New York Red Bulls,Chicago Fire,0-1,0,1
1125,2001-09-06,2001,New York Red Bulls,New England Revolution,3-1,3,1
1126,2001-09-07,2001,Chicago Fire,FC Dallas,2-2,2,2
1127,2001-09-07,2001,Colorado Rapids,LA Galaxy,0-2,0,2
1128,2001-09-07,2001,Miami Fusion,DC United,3-1,3,1
1129,2001-09-07,2001,Sporting Kansas City,San Jose Earthquakes,1-0,1,0
1130,2001-09-08,2001,Tampa Bay Mutiny,Columbus Crew,1-2,1,2
1131,2001-09-20,2001,Chicago Fire,FC Dallas,2-0,2,0
1132,2001-09-22,2001,Columbus Crew,San Jose Earthquakes,1-3,1,3
1133,2001-09-22,2001,Miami Fusion,Sporting Kansas City,2-0,2,0
1134,2001-09-23,2001,FC Dallas,Chicago Fire,1-1,1,1
1135,2001-09-23,2001,LA Galaxy,New York Red Bulls,1-1,1,1
1136,2001-09-26,2001,San Jose Earthquakes,Columbus Crew,3-0,3,0
1137,2001-09-26,2001,New York Red Bulls,LA Galaxy,4-1,4,1
1138,2001-09-26,2001,Sporting Kansas City,Miami Fusion,3-0,3,0
1139,2001-09-29,2001,Chicago Fire,FC Dallas,2-0,2,0
1140,2001-09-29,2001,LA Galaxy,New York Red Bulls,3-2,3,2
1141,2001-09-29,2001,Miami Fusion,Sporting Kansas City,2-1,2,1
1142,2001-10-10,2001,Chicago Fire,LA Galaxy,1-1,1,1
1143,2001-10-10,2001,Miami Fusion,San Jose Earthquakes,1-0,1,0
1144,2001-10-13,2001,LA Galaxy,Chicago Fire,0-0,0,0
1145,2001-10-14,2001,San Jose Earthquakes,Miami Fusion,4-0,4,0
1146,2001-10-17,2001,Chicago Fire,LA Galaxy,1-1,1,1
1147,2001-10-17,2001,Miami Fusion,San Jose Earthquakes,0-0,0,0
1148,2001-10-21,2001,LA Galaxy,San Jose Earthquakes,1-1,1,1
1149,2002-03-23,2002,FC Dallas,San Jose Earthquakes,0-2,0,2
1150,2002-03-23,2002,LA Galaxy,DC United,2-1,2,1
1151,2002-03-23,2002,New York Red Bulls,New England Revolution,3-1,3,1
1152,2002-03-23,2002,Sporting Kansas City,Colorado Rapids,1-1,1,1
1153,2002-03-23,2002,Columbus Crew,Chicago Fire,0-2,0,2
1154,2002-03-27,2002,New York Red Bulls,Columbus Crew,0-1,0,1
1155,2002-03-30,2002,Colorado Rapids,San Jose Earthquakes,1-0,1,0
1156,2002-03-30,2002,DC United,Chicago Fire,2-0,2,0
1157,2002-04-03,2002,Colorado Rapids,DC United,2-0,2,0
1158,2002-04-06,2002,Columbus Crew,New York Red Bulls,1-2,1,2
1159,2002-04-06,2002,FC Dallas,DC United,2-1,2,1
1160,2002-04-06,2002,LA Galaxy,Chicago Fire,2-1,2,1
1161,2002-04-06,2002,San Jose Earthquakes,New England Revolution,2-1,2,1
1162,2002-04-13,2002,Colorado Rapids,New York Red Bulls,1-2,1,2
1163,2002-04-13,2002,LA Galaxy,FC Dallas,1-1,1,1
1164,2002-04-13,2002,Sporting Kansas City,San Jose Earthquakes,2-0,2,0
1165,2002-04-20,2002,DC United,Sporting Kansas City,2-1,2,1
1166,2002-04-20,2002,FC Dallas,LA Galaxy,1-1,1,1
1167,2002-04-20,2002,San Jose Earthquakes,Colorado Rapids,2-0,2,0
1168,2002-04-20,2002,New York Red Bulls,Chicago Fire,0-2,0,2
1169,2002-04-20,2002,Columbus Crew,New England Revolution,0-2,0,2
1170,2002-04-27,2002,Chicago Fire,New England Revolution,2-2,2,2
1171,2002-04-27,2002,Columbus Crew,DC United,1-0,1,0
1172,2002-04-27,2002,FC Dallas,Sporting Kansas City,1-1,1,1
1173,2002-04-27,2002,New York Red Bulls,San Jose Earthquakes,1-1,1,1
1174,2002-04-27,2002,LA Galaxy,Colorado Rapids,0-1,0,1
1175,2002-05-04,2002,DC United,Chicago Fire,0-3,0,3
1176,2002-05-04,2002,New York Red Bulls,FC Dallas,1-2,1,2
1177,2002-05-04,2002,Sporting Kansas City,LA Galaxy,1-2,1,2
1178,2002-05-04,2002,San Jose Earthquakes,Columbus Crew,3-2,3,2
1179,2002-05-11,2002,Colorado Rapids,Sporting Kansas City,2-0,2,0
1180,2002-05-11,2002,San Jose Earthquakes,New York Red Bulls,2-1,2,1
1181,2002-05-11,2002,New England Revolution,FC Dallas,2-0,2,0
1182,2002-05-11,2002,Chicago Fire,LA Galaxy,0-1,0,1
1183,2002-05-12,2002,DC United,Columbus Crew,1-1,1,1
1184,2002-05-18,2002,Columbus Crew,San Jose Earthquakes,2-0,2,0
1185,2002-05-18,2002,DC United,New York Red Bulls,4-2,4,2
1186,2002-05-18,2002,Sporting Kansas City,LA Galaxy,2-1,2,1
1187,2002-05-18,2002,FC Dallas,Colorado Rapids,3-1,3,1
1188,2002-05-19,2002,New England Revolution,Chicago Fire,1-3,1,3
1189,2002-05-22,2002,Colorado Rapids,New England Revolution,5-2,5,2
1190,2002-05-25,2002,Columbus Crew,FC Dallas,1-1,1,1
1191,2002-05-25,2002,New England Revolution,LA Galaxy,3-2,3,2
1192,2002-05-25,2002,New York Red Bulls,Sporting Kansas City,1-1,1,1
1193,2002-05-26,2002,Chicago Fire,San Jose Earthquakes,1-1,1,1
1194,2002-06-01,2002,Colorado Rapids,LA Galaxy,3-2,3,2
1195,2002-06-01,2002,Sporting Kansas City,FC Dallas,2-2,2,2
1196,2002-06-01,2002,New England Revolution,San Jose Earthquakes,0-2,0,2
1197,2002-06-02,2002,Chicago Fire,Columbus Crew,5-4,5,4
1198,2002-06-08,2002,DC United,New England Revolution,3-2,3,2
1199,2002-06-08,2002,FC Dallas,Colorado Rapids,4-1,4,1
1200,2002-06-08,2002,San Jose Earthquakes,Sporting Kansas City,3-0,3,0
1201,2002-06-08,2002,LA Galaxy,Chicago Fire,1-0,1,0
1202,2002-06-12,2002,New England Revolution,Columbus Crew,1-2,1,2
1203,2002-06-15,2002,Chicago Fire,FC Dallas,1-3,1,3
1204,2002-06-15,2002,Colorado Rapids,New England Revolution,1-2,1,2
1205,2002-06-15,2002,Columbus Crew,San Jose Earthquakes,2-1,2,1
1206,2002-06-15,2002,Sporting Kansas City,DC United,2-0,2,0
1207,2002-06-15,2002,New York Red Bulls,LA Galaxy,5-0,5,0
1208,2002-06-19,2002,Columbus Crew,Sporting Kansas City,1-1,1,1
1209,2002-06-19,2002,DC United,Colorado Rapids,2-0,2,0
1210,2002-06-22,2002,San Jose Earthquakes,Colorado Rapids,4-0,4,0
1211,2002-06-22,2002,LA Galaxy,FC Dallas,3-0,3,0
1212,2002-06-22,2002,Sporting Kansas City,New England Revolution,3-2,3,2
1213,2002-06-22,2002,Chicago Fire,New York Red Bulls,0-1,0,1
1214,2002-06-26,2002,New York Red Bulls,Colorado Rapids,0-1,0,1
1215,2002-06-29,2002,FC Dallas,Columbus Crew,1-0,1,0
1216,2002-06-29,2002,San Jose Earthquakes,Sporting Kansas City,2-1,2,1
1217,2002-06-29,2002,New England Revolution,New York Red Bulls,0-2,0,2
1218,2002-06-29,2002,DC United,LA Galaxy,1-0,1,0
1219,2002-07-04,2002,Colorado Rapids,Chicago Fire,3-2,3,2
1220,2002-07-04,2002,FC Dallas,New York Red Bulls,2-0,2,0
1221,2002-07-04,2002,LA Galaxy,San Jose Earthquakes,2-1,2,1
1222,2002-07-04,2002,New England Revolution,Columbus Crew,4-1,4,1
1223,2002-07-04,2002,Sporting Kansas City,DC United,2-1,2,1
1224,2002-07-06,2002,Columbus Crew,New York Red Bulls,2-3,2,3
1225,2002-07-06,2002,New England Revolution,DC United,2-0,2,0
1226,2002-07-06,2002,Sporting Kansas City,FC Dallas,1-1,1,1
1227,2002-07-07,2002,San Jose Earthquakes,LA Galaxy,1-0,1,0
1228,2002-07-07,2002,Chicago Fire,Colorado Rapids,2-1,2,1
1229,2002-07-13,2002,Colorado Rapids,LA Galaxy,1-3,1,3
1230,2002-07-13,2002,DC United,Columbus Crew,1-3,1,3
1231,2002-07-13,2002,FC Dallas,San Jose Earthquakes,2-1,2,1
1232,2002-07-13,2002,New England Revolution,Sporting Kansas City,2-4,2,4
1233,2002-07-13,2002,New York Red Bulls,Chicago Fire,2-3,2,3
1234,2002-07-20,2002,Chicago Fire,DC United,0-0,0,0
1235,2002-07-20,2002,Columbus Crew,Colorado Rapids,1-1,1,1
1236,2002-07-20,2002,San Jose Earthquakes,FC Dallas,4-0,4,0
1237,2002-07-20,2002,LA Galaxy,Sporting Kansas City,2-2,2,2
1238,2002-07-20,2002,New York Red Bulls,New England Revolution,4-3,4,3
1239,2002-07-24,2002,Columbus Crew,DC United,1-0,1,0
1240,2002-07-24,2002,San Jose Earthquakes,Chicago Fire,1-0,1,0
1241,2002-07-24,2002,New England Revolution,Colorado Rapids,2-3,2,3
1242,2002-07-24,2002,Sporting Kansas City,New York Red Bulls,1-3,1,3
1243,2002-07-27,2002,Colorado Rapids,FC Dallas,2-2,2,2
1244,2002-07-27,2002,DC United,New England Revolution,0-1,0,1
1245,2002-07-27,2002,LA Galaxy,Columbus Crew,2-1,2,1
1246,2002-07-27,2002,Sporting Kansas City,San Jose Earthquakes,2-1,2,1
1247,2002-07-27,2002,Chicago Fire,New York Red Bulls,3-0,3,0
1248,2002-07-31,2002,Chicago Fire,DC United,0-0,0,0
1249,2002-07-31,2002,FC Dallas,Sporting Kansas City,0-1,0,1
1250,2002-07-31,2002,New York Red Bulls,Columbus Crew,2-3,2,3
1251,2002-08-10,2002,Colorado Rapids,Columbus Crew,2-1,2,1
1252,2002-08-10,2002,DC United,Sporting Kansas City,0-0,0,0
1253,2002-08-10,2002,LA Galaxy,New England Revolution,2-1,2,1
1254,2002-08-10,2002,FC Dallas,Chicago Fire,3-1,3,1
1255,2002-08-14,2002,Chicago Fire,Sporting Kansas City,5-1,5,1
1256,2002-08-14,2002,Columbus Crew,LA Galaxy,3-2,3,2
1257,2002-08-17,2002,LA Galaxy,Colorado Rapids,4-0,4,0
1258,2002-08-17,2002,New York Red Bulls,FC Dallas,1-3,1,3
1259,2002-08-17,2002,San Jose Earthquakes,DC United,2-2,2,2
1260,2002-08-18,2002,New England Revolution,Chicago Fire,0-2,0,2
1261,2002-08-18,2002,Sporting Kansas City,Columbus Crew,0-4,0,4
1262,2002-08-21,2002,San Jose Earthquakes,FC Dallas,3-1,3,1
1263,2002-08-21,2002,LA Galaxy,Sporting Kansas City,2-1,2,1
1264,2002-08-24,2002,Chicago Fire,New England Revolution,1-2,1,2
1265,2002-08-24,2002,FC Dallas,LA Galaxy,1-0,1,0
1266,2002-08-24,2002,Colorado Rapids,San Jose Earthquakes,3-0,3,0
1267,2002-08-25,2002,New York Red Bulls,DC United,1-0,1,0
1268,2002-08-28,2002,New England Revolution,Colorado Rapids,3-1,3,1
1269,2002-08-31,2002,Columbus Crew,New England Revolution,0-0,0,0
1270,2002-08-31,2002,DC United,San Jose Earthquakes,4-2,4,2
1271,2002-08-31,2002,LA Galaxy,New York Red Bulls,3-0,3,0
1272,2002-08-31,2002,Sporting Kansas City,Chicago Fire,2-1,2,1
1273,2002-09-01,2002,Colorado Rapids,FC Dallas,3-2,3,2
1274,2002-09-05,2002,FC Dallas,New York Red Bulls,1-3,1,3
1275,2002-09-07,2002,Chicago Fire,LA Galaxy,1-2,1,2
1276,2002-09-07,2002,San Jose Earthquakes,Columbus Crew,4-3,4,3
1277,2002-09-07,2002,New England Revolution,DC United,3-0,3,0
1278,2002-09-12,2002,New York Red Bulls,DC United,0-1,0,1
1279,2002-09-14,2002,Columbus Crew,Chicago Fire,2-0,2,0
1280,2002-09-14,2002,DC United,New York Red Bulls,2-1,2,1
1281,2002-09-14,2002,FC Dallas,New England Revolution,1-2,1,2
1282,2002-09-14,2002,LA Galaxy,San Jose Earthquakes,1-0,1,0
1283,2002-09-14,2002,Sporting Kansas City,Colorado Rapids,1-2,1,2
1284,2002-09-19,2002,DC United,FC Dallas,3-4,3,4
1285,2002-09-20,2002,Colorado Rapids,Sporting Kansas City,1-1,1,1
1286,2002-09-21,2002,San Jose Earthquakes,LA Galaxy,0-1,0,1
1287,2002-09-21,2002,New England Revolution,New York Red Bulls,3-0,3,0
1288,2002-09-22,2002,Chicago Fire,Columbus Crew,2-1,2,1
1289,2002-09-25,2002,FC Dallas,Colorado Rapids,4-2,4,2
1290,2002-09-25,2002,San Jose Earthquakes,Columbus Crew,1-2,1,2
1291,2002-09-25,2002,LA Galaxy,Sporting Kansas City,2-2,2,2
1292,2002-09-26,2002,New England Revolution,Chicago Fire,2-0,2,0
1293,2002-09-28,2002,Colorado Rapids,FC Dallas,1-0,1,0
1294,2002-09-28,2002,Columbus Crew,San Jose Earthquakes,2-1,2,1
1295,2002-09-28,2002,Sporting Kansas City,LA Galaxy,4-1,4,1
1296,2002-09-29,2002,Chicago Fire,New England Revolution,2-1,2,1
1297,2002-10-02,2002,FC Dallas,Colorado Rapids,1-1,1,1
1298,2002-10-02,2002,LA Galaxy,Sporting Kansas City,5-2,5,2
1299,2002-10-02,2002,New England Revolution,Chicago Fire,2-0,2,0
1300,2002-10-05,2002,LA Galaxy,Colorado Rapids,4-0,4,0
1301,2002-10-06,2002,New England Revolution,Columbus Crew,0-0,0,0
1302,2002-10-09,2002,Colorado Rapids,LA Galaxy,0-1,0,1
1303,2002-10-09,2002,Columbus Crew,New England Revolution,0-1,0,1
1304,2002-10-12,2002,New England Revolution,Columbus Crew,2-2,2,2
1305,2002-10-20,2002,New England Revolution,LA Galaxy,0-0,0,0
1306,2003-04-05,2003,Columbus Crew,LA Galaxy,1-1,1,1
1307,2003-04-12,2003,Colorado Rapids,San Jose Earthquakes,1-2,1,2
1308,2003-04-12,2003,New York Red Bulls,Columbus Crew,0-1,0,1
1309,2003-04-12,2003,Sporting Kansas City,DC United,3-2,3,2
1310,2003-04-12,2003,FC Dallas,LA Galaxy,1-1,1,1
1311,2003-04-13,2003,Chicago Fire,New England Revolution,1-1,1,1
1312,2003-04-19,2003,DC United,Chicago Fire,0-0,0,0
1313,2003-04-19,2003,San Jose Earthquakes,Sporting Kansas City,1-1,1,1
1314,2003-04-19,2003,New York Red Bulls,LA Galaxy,1-1,1,1
1315,2003-04-19,2003,New England Revolution,Columbus Crew,1-2,1,2
1316,2003-04-26,2003,Colorado Rapids,DC United,1-1,1,1
1317,2003-04-26,2003,FC Dallas,New England Revolution,1-2,1,2
1318,2003-04-26,2003,San Jose Earthquakes,LA Galaxy,1-0,1,0
1319,2003-04-26,2003,Sporting Kansas City,Chicago Fire,2-3,2,3
1320,2003-04-26,2003,Columbus Crew,New York Red Bulls,0-1,0,1
1321,2003-05-03,2003,DC United,FC Dallas,0-0,0,0
1322,2003-05-03,2003,New York Red Bulls,Colorado Rapids,2-1,2,1
1323,2003-05-03,2003,Sporting Kansas City,Columbus Crew,2-2,2,2
1324,2003-05-03,2003,New England Revolution,San Jose Earthquakes,0-2,0,2
1325,2003-05-10,2003,Chicago Fire,San Jose Earthquakes,0-0,0,0
1326,2003-05-10,2003,Columbus Crew,Colorado Rapids,2-0,2,0
1327,2003-05-10,2003,FC Dallas,Sporting Kansas City,1-3,1,3
1328,2003-05-10,2003,New York Red Bulls,DC United,1-0,1,0
1329,2003-05-10,2003,New England Revolution,LA Galaxy,2-0,2,0
1330,2003-05-14,2003,Sporting Kansas City,New England Revolution,1-1,1,1
1331,2003-05-17,2003,DC United,Sporting Kansas City,1-1,1,1
1332,2003-05-17,2003,FC Dallas,LA Galaxy,1-1,1,1
1333,2003-05-17,2003,San Jose Earthquakes,Columbus Crew,4-3,4,3
1334,2003-05-17,2003,New England Revolution,Chicago Fire,3-0,3,0
1335,2003-05-17,2003,Colorado Rapids,New York Red Bulls,0-2,0,2
1336,2003-05-24,2003,Columbus Crew,New England Revolution,2-3,2,3
1337,2003-05-24,2003,New York Red Bulls,FC Dallas,2-1,2,1
1338,2003-05-24,2003,Sporting Kansas City,LA Galaxy,2-1,2,1
1339,2003-05-25,2003,Chicago Fire,Colorado Rapids,4-0,4,0
1340,2003-05-31,2003,Colorado Rapids,LA Galaxy,1-0,1,0
1341,2003-05-31,2003,Columbus Crew,New York Red Bulls,1-1,1,1
1342,2003-05-31,2003,FC Dallas,DC United,3-2,3,2
1343,2003-05-31,2003,New England Revolution,Sporting Kansas City,2-2,2,2
1344,2003-05-31,2003,San Jose Earthquakes,Chicago Fire,1-4,1,4
1345,2003-06-07,2003,Columbus Crew,San Jose Earthquakes,1-0,1,0
1346,2003-06-07,2003,DC United,Chicago Fire,2-0,2,0
1347,2003-06-07,2003,Sporting Kansas City,New York Red Bulls,2-1,2,1
1348,2003-06-07,2003,LA Galaxy,Colorado Rapids,2-0,2,0
1349,2003-06-11,2003,Colorado Rapids,DC United,0-0,0,0
1350,2003-06-14,2003,Colorado Rapids,New England Revolution,4-1,4,1
1351,2003-06-14,2003,DC United,Columbus Crew,3-0,3,0
1352,2003-06-14,2003,FC Dallas,San Jose Earthquakes,1-2,1,2
1353,2003-06-14,2003,LA Galaxy,Sporting Kansas City,2-1,2,1
1354,2003-06-14,2003,New York Red Bulls,Chicago Fire,2-3,2,3
1355,2003-06-18,2003,Chicago Fire,FC Dallas,4-1,4,1
1356,2003-06-18,2003,LA Galaxy,San Jose Earthquakes,1-1,1,1
1357,2003-06-21,2003,DC United,New England Revolution,1-1,1,1
